obs;age;delta;resp;error;errorc;rt;rtc;theta;block;stimtype;outliers;stimtype_bk;case;ntrials;study;experiment;stimulus;cond
19;20;-53;48;-11;-11.8797250859107;1.03486800007522;1.03486800007522;59;1;1;0;1;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;0
19;20;83;163;7;6.12027491408935;2.30032870033756;2.30032870033756;156;1;1;0;1;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;0
19;20;69;87;0;-0.879725085910653;1.77534499997273;1.77534499997273;87;1;1;0;1;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;0
19;20;46;23;-18;-18.8797250859107;0.992966799996793;0.992966799996793;41;1;1;0;1;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;0
19;20;-46;87;0;-0.879725085910653;1.21745590027422;1.21745590027422;87;1;1;0;1;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;0
19;20;-25;123;11;10.1202749140893;1.28367249993607;1.28367249993607;112;1;1;0;1;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;0
19;20;73;36;-3;-3.87972508591065;1.28379040025175;1.28379040025175;39;1;1;0;1;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;0
19;20;46;167;-6;-6.87972508591065;1.30882560042664;1.30882560042664;173;1;1;0;1;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;0
19;20;85;88;0;-0.879725085910653;1.65018809959292;1.65018809959292;88;1;1;0;1;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;0
19;20;-82;177;7;6.12027491408935;1.34213009988889;1.34213009988889;170;1;1;0;1;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;0
19;20;31;154;15;14.1202749140893;1.08476520003751;1.08476520003751;139;1;1;0;1;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;0
19;20;14;143;18;17.1202749140893;1.17507989984006;1.17507989984006;125;1;1;0;1;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;0
19;20;-21;155;9;8.12027491408935;1.71682550013065;1.71682550013065;146;1;1;0;1;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;0
19;20;-12;160;2;1.12027491408935;2.10848939977586;2.10848939977586;158;1;1;0;1;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;0
19;20;41;139;22;21.1202749140893;0.958854600321501;0.958854600321501;117;1;1;0;1;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;0
19;20;80;21;-16;-16.8797250859107;1.42521920008585;1.42521920008585;37;1;1;0;1;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;0
19;20;30;175;-12;-12.8797250859107;0.90128600038588;0.90128600038588;7;1;1;0;1;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;0
19;20;-39;27;-19;-19.8797250859107;1.43376730009913;1.43376730009913;46;1;1;0;1;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;0
19;20;-6;39;-13;-13.8797250859107;2.34194510011002;2.34194510011002;52;1;1;0;1;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;0
19;20;-54;109;3;2.12027491408935;1.17546219984069;1.17546219984069;106;1;1;0;1;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;0
19;20;-16;142;20;19.1202749140893;1.33454529987648;1.33454529987648;122;1;1;0;1;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;0
19;20;-81;15;-8;-8.87972508591065;1.2336512003094;1.2336512003094;23;1;1;0;1;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;0
19;20;87;143;27;26.1202749140893;1.2762393001467;1.2762393001467;116;1;1;0;1;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;0
19;20;-55;175;4;3.12027491408935;0.950516100041568;0.950516100041568;171;1;1;0;1;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;0
19;20;16;161;6;5.12027491408935;0.899957600049675;0.899957600049675;155;1;1;0;1;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;0
19;20;38;155;38;NaN;1.04192810039967;NaN;117;1;1;1;1;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;0
19;20;-57;164;-10;NaN;1.7670959001407;NaN;174;1;1;1;1;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;0
19;20;-74;64;-4;-4.87972508591065;1.67512929998338;1.67512929998338;68;1;1;0;1;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;0
19;20;-69;153;16;15.1202749140893;1.30877560004592;1.30877560004592;137;1;1;0;1;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;0
19;20;75;43;-19;-19.8797250859107;1.45064940024167;1.45064940024167;62;1;1;0;1;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;0
19;20;-87;158;9;8.12027491408935;1.20021510031074;1.20021510031074;149;1;1;0;1;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;0
19;20;-81;39;-11;-11.8797250859107;1.06688150018454;1.06688150018454;50;1;1;0;1;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;0
19;20;-67;141;24;23.1202749140893;0.72549490025267;0.72549490025267;117;1;1;0;1;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;0
19;20;-61;177;-1;-1.87972508591065;2.40105509990826;2.40105509990826;178;1;1;0;1;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;0
19;20;-57;39;-16;-16.8797250859107;1.15881159994751;1.15881159994751;55;1;1;0;1;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;0
19;20;-70;139;14;13.1202749140893;1.11666649999097;1.11666649999097;125;1;1;0;1;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;0
19;20;-60;9;4;3.12027491408935;1.50861759996042;1.50861759996042;5;1;1;0;1;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;0
19;20;-86;84;-7;-7.87972508591065;1.26691709971055;1.26691709971055;91;1;1;0;1;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;0
19;20;8;77;-6;-6.87972508591065;0.92627270007506;0.92627270007506;83;1;1;0;1;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;0
19;20;33;68;18;17.1202749140893;1.67510270001367;1.67510270001367;50;1;1;0;1;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;0
19;20;1;67;18;17.1202749140893;1.05133889988065;1.05133889988065;49;1;1;0;1;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;0
19;20;21;14;-14;-14.8797250859107;2.20845329994336;2.20845329994336;28;1;1;0;1;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;0
19;20;59;151;2;1.12027491408935;1.25879230024293;1.25879230024293;149;1;1;0;1;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;0
19;20;87;39;-23;-23.8797250859107;0.716957699973136;0.716957699973136;62;1;1;0;1;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;0
19;20;-22;74;-10;-10.8797250859107;0.726369100157171;0.726369100157171;84;1;1;0;1;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;0
19;20;58;25;-1;-1.87972508591065;0.816812400240451;0.816812400240451;26;1;1;0;1;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;0
19;20;17;8;-1;-1.87972508591065;1.10837000003085;1.10837000003085;9;1;1;0;1;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;0
19;20;-39;6;-42;NaN;1.00049389991909;NaN;48;1;1;1;1;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;0
19;20;-56;105;1;NaN;1.04221910005435;NaN;104;1;1;1;1;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;0
19;20;73;34;3;2.12027491408935;0.942003299947828;0.942003299947828;31;1;1;0;1;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;0
19;20;-87;132;14;13.1202749140893;1.20038620010018;1.20038620010018;118;1;1;0;1;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;0
19;20;16;121;19;18.1202749140893;1.72613349976018;1.72613349976018;102;1;1;0;1;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;0
19;20;18;105;21;20.1202749140893;1.70883379969746;1.70883379969746;84;1;1;0;1;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;0
19;20;-85;176;7;6.12027491408935;2.26768619986251;2.26768619986251;169;1;1;0;1;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;0
19;20;45;150;26;25.1202749140893;1.57516389992088;1.57516389992088;124;1;1;0;1;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;0
19;20;42;70;-12;-12.8797250859107;1.05046620033681;1.05046620033681;82;1;1;0;1;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;0
19;20;68;12;-2;-2.87972508591065;1.45873519964516;1.45873519964516;14;1;1;0;1;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;0
19;20;-32;22;-24;-24.8797250859107;1.30123019963503;1.30123019963503;46;1;1;0;1;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;0
19;20;-73;138;19;18.1202749140893;0.992172800004482;0.992172800004482;119;1;1;0;1;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;0
19;20;76;14;-29;-29.8797250859107;1.75015969993547;1.75015969993547;43;1;1;0;1;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;0
19;20;-76;135;16;15.1202749140893;1.08460279973224;1.08460279973224;119;1;1;0;1;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;0
19;20;-84;7;-16;-16.8797250859107;0.900328600313514;0.900328600313514;23;1;1;0;1;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;0
19;20;-59;75;-7;-7.87972508591065;1.58375009987503;1.58375009987503;82;1;1;0;1;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;0
19;20;-35;138;21;20.1202749140893;1.21715830033645;1.21715830033645;117;1;1;0;1;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;0
19;20;-16;127;-6;-6.87972508591065;1.16709709959105;1.16709709959105;133;1;1;0;1;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;0
19;20;7;144;18;17.1202749140893;0.901192999910563;0.901192999910563;126;1;1;0;1;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;0
19;20;72;26;-28;-28.8797250859107;1.43373019993305;1.43373019993305;54;1;1;0;1;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;0
19;20;42;17;5;4.12027491408935;0.850094300229102;0.850094300229102;12;1;1;0;1;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;0
19;20;-29;29;-12;-12.8797250859107;2.13309990009293;2.13309990009293;41;1;1;0;1;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;0
19;20;54;166;-1;-1.87972508591065;1.35948879970238;1.35948879970238;167;1;1;0;1;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;0
19;20;43;172;48;NaN;0.592079699970782;NaN;124;1;1;1;1;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;0
19;20;48;75;-1;NaN;2.0336182997562;NaN;76;1;1;1;1;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;0
19;20;-49;150;25;24.1202749140893;1.15880020009354;1.15880020009354;125;1;1;0;1;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;0
19;20;-57;8;6;5.12027491408935;1.95099989976734;1.95099989976734;2;1;1;0;1;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;0
19;20;27;171;16;15.1202749140893;1.21696469979361;1.21696469979361;155;1;1;0;1;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;0
19;20;-15;175;5;4.12027491408935;1.60046180011705;1.60046180011705;170;1;1;0;1;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;0
19;20;6;165;1;0.120274914089347;2.0336188999936;2.0336188999936;164;1;1;0;1;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;0
19;20;81;84;1;0.120274914089347;0.841832499951124;0.841832499951124;83;1;1;0;1;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;0
19;20;-71;153;-1;-1.87972508591065;0.950219899881631;0.950219899881631;154;1;1;0;1;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;0
19;20;-17;164;-7;-7.87972508591065;2.14177819993347;2.14177819993347;171;1;1;0;1;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;0
19;20;-23;14;0;-0.879725085910653;1.10041299974546;1.10041299974546;14;1;1;0;1;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;0
19;20;-17;22;-9;-9.87972508591065;1.3499430003576;1.3499430003576;31;1;1;0;1;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;0
19;20;-27;84;26;25.1202749140893;1.00081300036982;1.00081300036982;58;1;1;0;1;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;0
19;20;66;163;-9;-9.87972508591065;1.19211129983887;1.19211129983887;172;1;1;0;1;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;0
19;20;NaN;59;-3;-3.87972508591065;1.78318409994245;1.78318409994245;62;2;2;0;1;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;1
19;20;79;163;0;-0.879725085910653;1.50046360027045;1.50046360027045;163;2;2;0;2;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;1
19;20;-67;60;10;9.12027491408935;0.942178900353611;0.942178900353611;50;2;2;0;2;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;1
19;20;80;146;-4;-4.87972508591065;1.04241609992459;1.04241609992459;150;2;2;0;2;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;1
19;20;-39;17;8;7.12027491408935;1.05885360017419;1.05885360017419;9;2;2;0;2;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;1
19;20;-39;38;-10;-10.8797250859107;0.791887599974871;0.791887599974871;48;2;2;0;2;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;1
19;20;32;20;4;3.12027491408935;1.70021780021489;1.70021780021489;16;2;2;0;2;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;1
19;20;-53;78;9;8.12027491408935;0.958523199893534;0.958523199893534;69;2;2;0;2;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;1
19;20;54;9;-6;-6.87972508591065;1.30880570039153;1.30880570039153;15;2;2;0;2;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;1
19;20;-45;50;-10;-10.8797250859107;1.49196160025895;1.49196160025895;60;2;2;0;2;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;1
19;20;-36;100;4;3.12027491408935;0.983658699784428;0.983658699784428;96;2;2;0;2;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;1
19;20;29;55;-12;-12.8797250859107;1.21615120023489;1.21615120023489;67;2;2;0;2;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;1
19;20;29;40;2;1.12027491408935;1.33380560018122;1.33380560018122;38;2;2;0;2;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;1
19;20;-49;91;4;3.12027491408935;0.933860699646175;0.933860699646175;87;2;2;0;2;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;1
19;20;-8;88;-7;-7.87972508591065;1.15046829963103;1.15046829963103;95;2;2;0;2;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;1
19;20;73;24;2;1.12027491408935;1.48297849996015;1.48297849996015;22;2;2;0;2;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;1
19;20;-63;79;-6;-6.87972508591065;0.751137299928814;0.751137299928814;85;2;2;0;2;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;1
19;20;-8;107;14;13.1202749140893;1.8087416999042;1.8087416999042;93;2;2;0;2;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;1
19;20;56;43;6;5.12027491408935;0.975147199817002;0.975147199817002;37;2;2;0;2;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;1
19;20;83;142;8;7.12027491408935;1.45047869998962;1.45047869998962;134;2;2;0;2;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;1
19;20;-32;152;-14;-14.8797250859107;0.950509400106966;0.950509400106966;166;2;2;0;2;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;1
19;20;26;149;9;8.12027491408935;1.62610490014777;1.62610490014777;140;2;2;0;2;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;1
19;20;27;136;23;22.1202749140893;0.992212600074708;0.992212600074708;113;2;2;0;2;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;1
19;20;77;18;-18;-18.8797250859107;1.34197300020605;1.34197300020605;36;2;2;0;2;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;1
19;20;-64;123;23;22.1202749140893;1.44997420022264;1.44997420022264;100;2;2;0;2;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;1
19;20;-36;143;7;6.12027491408935;0.92499339999631;0.92499339999631;136;2;2;0;2;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;1
19;20;-63;38;19;18.1202749140893;1.39249530015513;1.39249530015513;19;2;2;0;2;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;1
19;20;-23;34;-8;-8.87972508591065;0.776355599984527;0.776355599984527;42;2;2;0;2;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;1
19;20;-18;67;7;6.12027491408935;1.3087535998784;1.3087535998784;60;2;2;0;2;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;1
19;20;34;20;-6;-6.87972508591065;1.76683109998703;1.76683109998703;26;2;2;0;2;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;1
19;20;-79;104;-1;-1.87972508591065;1.69961300026625;1.69961300026625;105;2;2;0;2;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;1
19;20;35;68;-2;-2.87972508591065;0.9833689997904;0.9833689997904;70;2;2;0;2;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;1
19;20;-64;134;0;-0.879725085910653;1.05878019984812;1.05878019984812;134;2;2;0;2;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;1
19;20;-24;155;-3;-3.87972508591065;0.65974329970777;0.65974329970777;158;2;2;0;2;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;1
19;20;64;101;7;6.12027491408935;1.78375120041892;1.78375120041892;94;2;2;0;2;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;1
19;20;-82;171;-5;-5.87972508591065;0.951344899833202;0.951344899833202;176;2;2;0;2;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;1
19;20;57;114;-5;-5.87972508591065;1.60053090006113;1.60053090006113;119;2;2;0;2;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;1
19;20;22;99;2;1.12027491408935;0.976367900148034;0.976367900148034;97;2;2;0;2;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;1
19;20;-57;154;0;-0.879725085910653;1.11688390001655;1.11688390001655;154;2;2;0;2;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;1
19;20;22;130;-2;-2.87972508591065;1.45865710033104;1.45865710033104;132;2;2;0;2;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;1
19;20;29;107;4;3.12027491408935;0.942191800102592;0.942191800102592;103;2;2;0;2;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;1
19;20;32;71;0;-0.879725085910653;1.19205909967422;1.19205909967422;71;2;2;0;2;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;1
19;20;50;37;16;15.1202749140893;0.842174100223929;0.842174100223929;21;2;2;0;2;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;1
19;20;-54;76;1;0.120274914089347;1.18377730017528;1.18377730017528;75;2;2;0;2;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;1
19;20;82;168;-5;-5.87972508591065;0.950538899749517;0.950538899749517;173;2;2;0;2;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;1
19;20;3;172;2;1.12027491408935;1.033434800338;1.033434800338;170;2;2;0;2;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;1
19;20;-52;40;-2;-2.87972508591065;0.858836399856955;0.858836399856955;42;2;2;0;2;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;1
19;20;84;146;8;7.12027491408935;1.22499059978873;1.22499059978873;138;2;2;0;2;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;1
19;20;32;103;-3;-3.87972508591065;0.742183299735188;0.742183299735188;106;2;2;0;2;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;1
19;20;-79;12;7;6.12027491408935;0.883909900207072;0.883909900207072;5;2;2;0;2;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;1
19;20;45;131;-9;-9.87972508591065;0.941842299886048;0.941842299886048;140;2;2;0;2;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;1
19;20;77;69;6;5.12027491408935;0.925997599959373;0.925997599959373;63;2;2;0;2;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;1
19;20;37;33;7;6.12027491408935;0.800242899917066;0.800242899917066;26;2;2;0;2;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;1
19;20;-4;40;10;9.12027491408935;0.884596300311387;0.884596300311387;30;2;2;0;2;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;1
19;20;-50;66;-14;-14.8797250859107;1.06714459974319;1.06714459974319;80;2;2;0;2;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;1
19;20;-62;150;8;7.12027491408935;0.958767000120133;0.958767000120133;142;2;2;0;2;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;1
19;20;-43;9;4;3.12027491408935;0.633609799668193;0.633609799668193;5;2;2;0;2;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;1
19;20;89;104;8;7.12027491408935;1.14180260011926;1.14180260011926;96;2;2;0;2;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;1
19;20;73;27;4;3.12027491408935;1.18375060008839;1.18375060008839;23;2;2;0;2;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;1
19;20;55;154;6;5.12027491408935;1.00851020030677;1.00851020030677;148;2;2;0;2;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;1
19;20;10;150;12;11.1202749140893;0.750609899871051;0.750609899871051;138;2;2;0;2;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;1
19;20;-63;19;-2;-2.87972508591065;1.59179989993572;1.59179989993572;21;2;2;0;2;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;1
19;20;59;138;-4;-4.87972508591065;1.27538029989228;1.27538029989228;142;2;2;0;2;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;1
19;20;24;125;7;6.12027491408935;0.826395799871534;0.826395799871534;118;2;2;0;2;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;1
19;20;38;80;0;-0.879725085910653;1.23365740012378;1.23365740012378;80;2;2;0;2;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;1
19;20;-48;107;-21;-21.8797250859107;1.3334797997959;1.3334797997959;128;2;2;0;2;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;1
19;20;-54;5;3;2.12027491408935;1.16681580012664;1.16681580012664;2;2;2;0;2;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;1
19;20;74;105;-3;-3.87972508591065;0.833248099777848;0.833248099777848;108;2;2;0;2;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;1
19;20;63;52;7;6.12027491408935;0.958522600121796;0.958522600121796;45;2;2;0;2;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;1
19;20;13;41;9;8.12027491408935;1.26708219991997;1.26708219991997;32;2;2;0;2;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;1
19;20;60;151;-1;-1.87972508591065;0.775289000011981;0.775289000011981;152;2;2;0;2;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;1
19;20;18;140;6;5.12027491408935;0.943036600016057;0.943036600016057;134;2;2;0;2;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;1
19;20;5;141;12;11.1202749140893;1.27532680006698;1.27532680006698;129;2;2;0;2;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;1
19;20;16;108;-5;-5.87972508591065;1.6003939001821;1.6003939001821;113;2;2;0;2;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;1
19;20;-47;158;-2;-2.87972508591065;1.0750524001196;1.0750524001196;160;2;2;0;2;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;1
19;20;-19;178;-1;-1.87972508591065;1.25853990018368;1.25853990018368;179;2;2;0;2;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;1
19;20;-77;15;-61;NaN;2.76694130012766;NaN;76;2;2;1;2;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;1
19;20;-86;158;-4;NaN;1.32497660024092;NaN;162;2;2;1;2;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;1
19;20;8;156;2;1.12027491408935;1.17544559994712;1.17544559994712;154;2;2;0;2;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;1
19;20;-25;175;-4;-4.87972508591065;1.46691069984809;1.46691069984809;179;2;2;0;2;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;1
19;20;-71;78;8;7.12027491408935;0.858938499819487;0.858938499819487;70;2;2;0;2;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;1
19;20;1;80;11;10.1202749140893;1.35858390014619;1.35858390014619;69;2;2;0;2;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;1
19;20;18;47;-4;-4.87972508591065;0.868040099740028;0.868040099740028;51;2;2;0;2;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;1
19;20;28;13;-10;-10.8797250859107;1.51692580012605;1.51692580012605;23;2;2;0;2;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;1
19;20;11;29;17;16.1202749140893;1.30833559995517;1.30833559995517;12;2;2;0;2;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;1
19;20;-23;29;-6;-6.87972508591065;1.40042700013146;1.40042700013146;35;2;2;0;2;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;1
19;20;-68;120;17;16.1202749140893;1.06716930028051;1.06716930028051;103;2;2;0;2;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;1
19;20;-70;173;0;-0.879725085910653;1.66682700021192;1.66682700021192;173;2;2;0;2;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;1
19;20;77;101;5;4.12027491408935;1.55844679987058;1.55844679987058;96;2;2;0;2;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;1
19;20;49;52;5;4.12027491408935;1.06682220008224;1.06682220008224;47;2;2;0;2;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;1
19;20;-30;81;4;3.12027491408935;1.13337590033188;1.13337590033188;77;2;2;0;2;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;1
19;20;-80;155;-2;-2.87972508591065;1.33375639980659;1.33375639980659;157;2;2;0;2;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;1
19;20;-2;149;-10;-10.8797250859107;0.633836700115353;0.633836700115353;159;2;2;0;2;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;1
19;20;5;155;1;0.120274914089347;1.00860879989341;1.00860879989341;154;2;2;0;2;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;1
19;20;1;152;-1;-1.87972508591065;1.2838198998943;1.2838198998943;153;2;2;0;2;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;1
19;20;-71;37;-7;-7.87972508591065;0.633651500102133;0.633651500102133;44;2;2;0;2;NaN;582;Ceylan et al. (2021);Experiment 1;Orientation;1
