delta;theta;resp;error;rt;obs;block;range;mindelta;study;experiment;stimulus;expnum
-30;34.2943219073783;29.7260446515591;-4.56827725581915;1.05044831800114;16;10;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
160;234.294321907378;219.573956923955;-14.720364983423;0.608864125000764;16;10;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
50;184.294321907378;168.529918777672;-15.7644031297062;0.958071064000251;16;10;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
70;114.294321907378;113.529611902874;-0.764710004503797;0.651513336999415;16;10;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-130;244.294321907378;246.873695598892;2.57937369151404;1.68694857700029;16;10;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
40;204.294321907378;199.970062501515;-4.3242594058635;0.636408159998609;16;10;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
0;204.294321907378;205.915238140388;1.6209162330095;1.22484593400077;16;10;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-20;224.294321907378;221.757347903427;-2.53697400395089;0.832947409000553;16;10;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
20;204.294321907378;208.616691875146;4.32236996776783;1.01649068700135;16;10;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-40;244.294321907378;232.937815228281;-11.356506679097;0.791161813000144;16;10;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-50;294.294321907378;293.466465251501;-0.827856655877383;0.716749776000142;16;10;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
170;124.294321907378;115.532572934091;-8.76174897328738;0.625007644999641;16;10;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-40;164.294321907378;155.376021009972;-8.91830089740671;0.842034115999923;16;10;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-180;344.294321907378;326.630750230265;-17.6635716771134;0.926258789000713;16;10;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
20;324.294321907378;320.857334124377;-3.43698778300103;0.466361175000202;16;10;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
90;234.294321907378;235.933423758022;1.63910185064395;0.793743140000515;16;10;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-10;244.294321907378;237.998601713509;-6.29572019386936;1.46059209600025;16;10;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-150;34.2943219073783;41.1107066075931;6.81638470021485;0.791534857000443;16;10;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
120;274.294321907378;280.029695788955;5.73537388157649;0.733401559000413;16;10;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-110;24.2943219073783;29.8600965852627;5.56577467788447;0.574090647000048;16;10;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
0;24.2943219073783;35.3498657987358;11.0555438913575;1.61755428600009;16;10;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-160;184.294321907378;189.111969579684;4.81764767230578;1.10820292700009;16;10;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
90;94.2943219073783;103.819247575731;9.52492566835247;0.666737007000847;16;10;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-60;154.294321907378;149.574160007224;-4.72016190015475;0.541753276000236;16;10;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-170;324.294321907378;313.946809496614;-10.3475124107647;0.592073492998679;16;10;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
90;234.294321907378;232.36180891588;-1.93251299149796;0.925551012000142;16;10;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-140;14.2943219073783;36.5440226097599;22.2497007023816;0.55785043799915;16;10;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-80;94.2943219073783;100.80619873626;6.51187682888177;0.843667126999208;16;10;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-170;264.294321907378;263.68935389366;-0.604968013717894;0.559926756001005;16;10;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
10;254.294321907378;255.53566287062;1.24134096324201;0.700597828001264;16;10;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-30;284.294321907378;278.611412323993;-5.68290958338542;1.11702000100013;16;10;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
140;144.294321907378;151.964137177685;7.66981527030717;1.12758899100118;16;10;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-90;234.294321907378;233.576311999812;-0.718009907566625;0.55777095799931;16;10;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
140;94.2943219073783;89.7866693625853;-4.50765254479302;1.03372088799915;16;10;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
30;64.2943219073783;47.8150259740593;-16.479295933319;0.833967914999448;16;10;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
50;14.2943219073783;19.8092428212789;5.51492091390064;0.866612090001581;16;10;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-90;104.294321907378;98.5004763987951;-5.7938455085832;1.07538688400018;16;10;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-60;164.294321907378;150.107221711192;-14.1871001961861;0.650968167999963;16;10;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
150;14.2943219073783;27.5532028811657;13.2588809737874;0.801549076999436;16;10;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
0;98.1752330287826;91.8404957764577;-6.33473725232493;1.69135983100205;16;11;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-40;138.175233028783;140.699992166221;2.52475913743814;1.06730106800023;16;11;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-30;168.175233028783;160.967619591337;-7.20761343744567;1.70004413100105;16;11;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-160;328.175233028783;324.152005080714;-4.02322794806906;1.35885550900275;16;11;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-40;8.1752330287826;10.5714132676134;2.39618023883082;1.0595554850006;16;11;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
40;328.175233028783;317.073440323273;-11.1017927055096;0.958545442001196;16;11;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
80;248.175233028783;242.745689116826;-5.42954391195647;0.944345128002169;16;11;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
140;108.175233028783;101.33789125664;-6.83734177214265;0.765793777998624;16;11;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-70;178.175233028783;165.52699951491;-12.6482335138725;0.783703057000821;16;11;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-60;238.175233028783;236.712363074354;-1.4628699544285;0.825293860998499;16;11;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
30;208.175233028783;192.981618067262;-15.1936149615202;0.665757849001238;16;11;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
100;108.175233028783;110.760050904201;2.58481787541869;0.975328526998055;16;11;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-100;208.175233028783;202.093891083703;-6.08134194508006;1.05840646800061;16;11;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
90;118.175233028783;110.274563248458;-7.90066978032445;1.27452804099812;16;11;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
160;318.175233028783;309.000167438721;-9.17506559006154;0.62517500100148;16;11;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
160;158.175233028783;152.273064336825;-5.90216869195766;0.584668328003318;16;11;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-90;248.175233028783;249.433671989142;1.25843896035923;1.63205282600029;16;11;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-100;348.175233028783;332.877051298806;-15.2981817299768;0.853690324998752;16;11;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
140;208.175233028783;204.414942277202;-3.76029075158073;0.894652369999676;16;11;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-50;258.175233028783;253.17286620323;-5.002366825553;1.32515692000015;16;11;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-160;58.1752330287826;59.7753060543127;1.60007302553008;1.39179627900012;16;11;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-80;138.175233028783;151.396949614723;13.2217165859408;1.07327671099847;16;11;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-110;248.175233028783;239.853693711815;-8.32153931696729;1.0828432749986;16;11;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
80;168.175233028783;155.755355335122;-12.4198776936604;1.44982603099925;16;11;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
120;48.1752330287826;55.0640768227275;6.88884379394489;0.708392983000522;16;11;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
130;278.175233028783;294.511527301932;16.3362942731497;0.824961913996958;16;11;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-50;328.175233028783;313.41019075891;-14.7650422698725;1.09125992599729;16;11;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-40;8.1752330287826;6.98604335049724;-1.18918967828536;0.99352329300018;16;11;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
90;278.175233028783;281.928216619505;3.75298359072195;0.882441880999977;16;11;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
70;208.175233028783;196.145059841044;-12.0301731877388;1.33409485700031;16;11;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
130;78.1752330287826;80.2378443141905;2.06261128540794;0.799012175000826;16;11;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
170;268.175233028783;262.608894485791;-5.56633854299128;0.87525811299929;16;11;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
120;148.175233028783;149.754834009003;1.5796009802205;1.19200799900136;16;11;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-150;298.175233028783;287.566361647891;-10.6088713808915;1.01636629900167;16;11;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-130;68.1752330287826;67.9747713735528;-0.200461655229844;1.13322651300041;16;11;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
20;48.1752330287826;73.037266839826;24.8620338110434;1.26672201499969;16;11;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-150;198.175233028783;195.793630443294;-2.38160258548902;0.883311475001392;16;11;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-90;288.175233028783;292.946074890589;4.7708418618061;0.899819838003168;16;11;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
30;258.175233028783;252.524527660924;-5.65070536785839;1.10758577800152;16;11;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-140;38.1752330287826;48.1444009019617;9.96916787317906;0.652434358999017;16;11;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-80;118.175233028783;124.242754095885;6.06752106710218;0.869291359002091;16;11;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
0;118.175233028783;125.272281617229;7.09704858844592;0.691631131998292;16;11;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
10;108.175233028783;114.668917508481;6.49368447969876;1.51672524400055;16;11;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-60;168.175233028783;155.653828891627;-12.5214041371557;1.00043319999895;16;11;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
60;108.175233028783;122.302644879361;14.1274118505782;1.02277959800267;16;11;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-10;118.175233028783;120.586740919979;2.41150789119614;1.32282130900057;16;11;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
110;8.1752330287826;22.4981086785429;14.3228756497603;0.975106433001201;16;11;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-10;18.1752330287826;24.5069786977576;6.33174566897496;0.808766723999724;16;11;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
150;228.175233028783;214.753758708894;-13.4214743198888;1.10845051100114;16;11;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
110;118.175233028783;118.661514829138;0.486281800355144;0.842398131000664;16;11;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-130;248.175233028783;252.871871543368;4.69663851458512;1.26668788499956;16;11;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-170;58.1752330287826;59.3374952480103;1.16226221922771;0.85834578900176;16;11;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
50;8.1752330287826;18.6312156598973;10.4559826311147;0.904686891997699;16;11;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-20;28.1752330287826;27.8968261983;-0.278406830482595;0.766752383999119;16;11;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
50;338.175233028783;331.149046964696;-7.02618606408703;0.749369422999735;16;11;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
30;308.175233028783;302.039858931345;-6.1353740974377;0.975065265000012;16;11;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
70;238.175233028783;234.164798607986;-4.01043442079643;1.28350815500016;16;11;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-140;18.1752330287826;21.5438081623158;3.36857513353316;1.05837335400065;16;11;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-30;48.1752330287826;48.1083692581396;-0.0668637706429536;0.682232848001149;16;11;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-20;68.1752330287826;64.6154594075869;-3.5597736211957;0.858656704996974;16;11;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
100;328.175233028783;324.268175511212;-3.90705751757037;0.608888517999731;16;11;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-170;138.175233028783;146.719106937342;8.54387390855965;0.8488952589978;16;11;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
100;38.1752330287826;39.8342887303476;1.65905570156497;0.683628967999539;16;11;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
0;38.1752330287826;39.3049665722578;1.12973354347524;0.777719347999664;16;11;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
40;358.175233028783;1.67819241819258;3.50295938940997;1.1080566610035;16;11;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-80;78.1752330287826;68.4060139709864;-9.76921905779624;1.2751740700005;16;11;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
0;78.1752330287826;75.6566034982637;-2.51862953051891;1.29133059000014;16;11;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-120;198.175233028783;195.514554123353;-2.66067890542999;1.20808230199691;16;11;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-110;308.175233028783;299.887121957769;-8.28811107101353;0.883560330003093;16;11;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-130;78.1752330287826;78.5492999991621;0.374066970379516;0.649785801997496;16;11;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-90;168.175233028783;165.402376909116;-2.77285611966647;0.816853530999651;16;11;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
60;108.175233028783;113.481117730156;5.30588470137357;0.98390109400134;16;11;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
110;358.175233028783;352.341884267701;-5.83334876108142;0.876629834001506;16;11;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
130;228.175233028783;236.656549048119;8.4813160193367;0.675586201999977;16;11;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
90;138.175233028783;130.522457590685;-7.65277543809799;0.75226985900008;16;11;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
10;128.175233028783;127.473247128916;-0.701985899866486;1.45067689300049;16;11;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-170;298.175233028783;302.49864594448;4.32341291569702;1.04980937800065;16;11;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
140;158.175233028783;155.55230863051;-2.62292439827263;1.18808144300056;16;11;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-20;178.175233028783;187.37511644468;9.19988341589695;0.850415990000329;16;11;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-180;358.175233028783;356.681261372474;-1.49397165630819;1.63909526599673;16;11;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
70;288.175233028783;281.94494009716;-6.23029293162227;1.4670733439998;16;11;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-120;48.1752330287826;48.8268245542837;0.651591525501075;0.959301916998811;16;11;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
10;38.1752330287826;33.7497804778118;-4.42545255097078;0.717031615000451;16;11;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
40;358.175233028783;2.04561638268274;3.87038335390014;1.15080247399965;16;11;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-70;68.1752330287826;60.8974180403284;-7.27781498845421;1.44338312800028;16;11;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
170;258.175233028783;246.271551668118;-11.9036813606645;0.924627157000941;16;11;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-60;318.175233028783;300.76219489966;-17.4130381291222;1.08581286799745;16;11;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-180;138.175233028783;137.805913433707;-0.369319595075893;1.47876777099737;16;11;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
150;348.175233028783;1.42135128290191;13.2461182541193;1.04956566799956;16;11;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-160;148.175233028783;145.659446093133;-2.51578693564954;0.825602556000376;16;11;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
20;128.175233028783;138.850276194292;10.6750431655092;1.91646089100323;16;11;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-30;158.175233028783;150.164331552269;-8.01090147651405;1.02524271700167;16;11;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-10;168.175233028783;158.200094374709;-9.97513865407311;0.665953128002002;16;11;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
150;18.1752330287826;11.2063451153699;-6.96888791341267;0.825369762002083;16;11;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-180;198.175233028783;196.891850051433;-1.28338297734962;0.692247668001073;16;11;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-50;248.175233028783;252.101553804059;3.92632077527662;0.651480594002351;16;11;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-100;348.175233028783;329.35084746979;-18.824385558993;0.93547988499995;16;11;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
50;298.175233028783;292.525154451682;-5.65007857710026;0.52793984100208;16;11;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-110;48.1752330287826;50.3005597308134;2.12532670203078;1.1373844530026;16;11;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-120;168.175233028783;156.445441688448;-11.7297913403341;0.599386763999064;16;11;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-150;318.175233028783;304.456142055199;-13.7190909735837;1.72478337099892;16;11;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
80;238.175233028783;228.64120535825;-9.53402767053225;0.689295989999664;16;11;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-70;308.175233028783;303.990867032991;-4.18436599579121;0.964493873001629;16;11;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
120;188.175233028783;197.789152865866;9.6139198370829;0.891002519998437;16;11;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
60;128.175233028783;117.663891206155;-10.511341822628;0.966571073000523;16;11;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
170;318.175233028783;301.566277831232;-16.6089551975506;0.941392955999618;16;11;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-140;98.1752330287826;108.015903721335;9.84067069255239;1.24232906399993;16;11;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
20;78.1752330287826;70.7127784957568;-7.46245453302585;0.78256578699802;16;11;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
160;278.175233028783;276.034998013375;-2.140235015408;0.991279406000103;16;11;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
0;340.047250066644;335.096933275519;-4.95031679112418;0.776077686001372;16;12;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-40;20.0472500666436;31.9484479535387;11.9011978868951;1.24183977099892;16;12;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
150;230.047250066644;225.786099269713;-4.26115079693065;0.852631737998308;16;12;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-180;50.0472500666436;42.8951984916268;-7.15205157501677;1.41574695999952;16;12;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-100;150.047250066644;131.176819888515;-18.8704301781287;0.720192502001737;16;12;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
80;70.0472500666436;58.5542828609762;-11.4929672056674;0.750869452996994;16;12;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
170;260.047250066644;248.897081494189;-11.150168572455;1.10096079800132;16;12;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-140;40.0472500666436;49.4691612146504;9.42191114800678;1.14167007300057;16;12;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-50;90.0472500666436;82.7362234633551;-7.31102660328847;0.899900604999857;16;12;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
130;320.047250066644;321.639707577781;1.5924575111373;0.807774427001277;16;12;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
130;190.047250066644;178.796688189311;-11.250561877333;0.818345157997101;16;12;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
50;140.047250066644;146.813126226885;6.76587616024187;0.724709935999272;16;12;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
130;10.0472500666436;19.3797940162804;9.3325439496368;0.869437131001177;16;12;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
30;340.047250066644;329.431215971821;-10.6160340948229;0.693361423000169;16;12;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
10;330.047250066644;327.447956725418;-2.59929334122597;0.874354650000896;16;12;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-110;80.0472500666436;75.8568248096037;-4.19042525703989;0.625234769999224;16;12;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
60;20.0472500666436;22.0923213010447;2.04507123440112;0.999957389998599;16;12;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-10;30.0472500666436;26.2345441590897;-3.81270590755388;0.75857468599861;16;12;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
120;270.047250066644;262.42100480621;-7.62624526043368;0.991598481999972;16;12;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-100;10.0472500666436;10.9632178816781;0.91596781503452;0.716099057000974;16;12;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
140;230.047250066644;217.513246820693;-12.5340032459502;0.991414093998173;16;12;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-160;30.0472500666436;31.9749241980459;1.92767413140227;0.608849576998182;16;12;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-20;50.0472500666436;50.7435940614771;0.696343994833512;0.858124256999872;16;12;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
90;320.047250066644;315.615204705863;-4.43204536078071;0.917592737001542;16;12;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
0;320.047250066644;314.321271678404;-5.72597838823924;1.22679278099895;16;12;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
80;240.047250066644;225.98109366608;-14.0661564005632;0.758572327002184;16;12;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-100;340.047250066644;325.768943426819;-14.278306639825;0.845537831999536;16;12;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
0;340.047250066644;321.487870510664;-18.5593795559797;1.47148554399973;16;12;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
90;250.047250066644;237.997597318461;-12.0496527481826;0.808746817998326;16;12;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
170;80.0472500666436;82.6481466812168;2.60089661457322;0.7246411490014;16;12;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-30;110.047250066644;107.638028378091;-2.40922168855244;1.31777970700205;16;12;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
10;100.047250066644;105.757513175262;5.71026310861875;1.30896693799878;16;12;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
40;60.0472500666436;67.9420104255715;7.89476035892787;1.18407403799938;16;12;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-130;190.047250066644;195.185192478927;5.13794241228328;1.03267716299888;16;12;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
10;180.047250066644;179.669841350735;-0.377408715908189;1.16384936900067;16;12;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-20;200.047250066644;204.824628217999;4.77737815135549;0.932184548997611;16;12;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
30;170.047250066644;169.272703227937;-0.774546838706669;1.11177519299963;16;12;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-150;320.047250066644;299.928205580757;-20.119044485887;0.724966498000867;16;12;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
20;300.047250066644;279.273895276254;-20.7733547903898;1.29610313300145;16;12;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
100;200.047250066644;200.122322622712;0.0750725560685055;0.658337480999762;16;12;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-170;10.0472500666436;22.5188485869607;12.4715985203171;1.058740045999;16;12;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-60;70.0472500666436;56.0882240947006;-13.959025971943;1.29181081700153;16;12;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-160;230.047250066644;235.619219092476;5.57196902583263;1.53239094200035;16;12;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-10;240.047250066644;239.363745492717;-0.683504573926427;0.615877280997665;16;12;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-20;260.047250066644;251.117821903605;-8.92942816303838;1.54132738100088;16;12;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
110;150.047250066644;150.642423558714;0.59517349207087;0.850924153997767;16;12;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-50;200.047250066644;198.820140617563;-1.22710944908064;1.17558431100042;16;12;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
150;50.0472500666436;46.3985264799286;-3.64872358671503;1.01121995700305;16;12;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-130;180.047250066644;182.420034943558;2.37278487691424;1.25961263299905;16;12;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
20;160.047250066644;159.420567144186;-0.626682922457803;0.89182977299788;16;12;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-180;340.047250066644;326.486250644463;-13.5609994221809;1.07197698899836;16;12;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-160;140.047250066644;150.71118541672;10.6639353500763;1.9168126479999;16;12;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-60;200.047250066644;148.184377332914;-51.8628727337296;1.75757951800188;16;12;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
50;150.047250066644;143.226468415526;-6.82078165111741;1.14958808400115;16;12;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-90;240.047250066644;224.30905689735;-15.7381931692937;0.692200595000031;16;12;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
0;240.047250066644;225.74966949692;-14.2975805697236;1.27565955699902;16;12;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-40;280.047250066644;284.679994644753;4.63274457810979;0.975214579997555;16;12;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-170;90.0472500666436;80.9303272567686;-9.11692280987502;0.766627412001981;16;12;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
