delta;theta;resp;error;rt;obs;block;range;mindelta;study;experiment;stimulus;expnum
90;143.330023984216;144.199679101065;0.869655116848776;0.508814072998575;24;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
110;33.3300239842158;44.0218220447114;10.6917980604956;0.674664914000459;24;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
70;323.330023984216;319.947789902636;-3.38223408158024;0.711080119999679;24;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
80;243.330023984216;258.930417353916;15.6003933696999;0.627505333999579;24;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
80;163.330023984216;145.775224537505;-17.554799446711;0.682638897000288;24;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
10;153.330023984216;156.632745208603;3.30272122438748;0.725834432998454;24;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-30;183.330023984216;165.521389206664;-17.8086347775517;0.441295982998781;24;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
30;153.330023984216;145.814756161001;-7.51526782321474;0.482944379000401;24;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
60;93.3300239842158;94.4113476877432;1.08132370352737;0.850951048998468;24;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-140;233.330023984216;257.696810379412;24.3667863951959;0.667296219000491;24;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-140;13.3300239842158;15.7012433857934;2.37121940157755;0.500459290000435;24;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-80;93.3300239842158;91.9168414520514;-1.41318253216438;0.55884676200003;24;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-30;123.330023984216;112.839616043002;-10.4904079412134;0.683831570000621;24;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
150;333.330023984216;310.767816518324;-22.5622074658922;0.666501491999952;24;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
140;193.330023984216;199.914146387384;6.58412240316841;0.607247699999789;24;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-160;353.330023984216;344.846146077995;-8.48387790622104;0.727680383999541;24;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
30;323.330023984216;309.251355020578;-14.0786689636375;1.07867454900043;24;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-110;73.3300239842158;63.8724599642406;-9.45756401997517;0.675187824999739;24;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
170;263.330023984216;271.058812407651;7.72878842343556;0.800091613000404;24;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
130;133.330023984216;110.010654732063;-23.3193692521523;0.691998264999711;24;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-120;253.330023984216;267.938788888472;14.6087649042564;0.949022365000928;24;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
20;233.330023984216;250.833848400821;17.5038244166055;0.716309678000471;24;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-50;283.330023984216;283.258927007131;-0.0710969770845509;0.899797519001368;24;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-60;343.330023984216;313.16424410499;-30.1657798792262;0.61610833099985;24;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-40;23.3300239842158;22.2437528200837;-1.08627116413209;0.668052048000391;24;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
40;343.330023984216;340.174432237962;-3.15559174625417;0.692527105000408;24;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-80;63.3300239842158;54.0911569231698;-9.238867061046;0.625822695001261;24;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
80;343.330023984216;341.269147187781;-2.0608767964344;0.744468447999679;24;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-100;83.3300239842158;70.5232623275683;-12.8067616566475;0.684025530001236;24;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
50;33.3300239842158;46.0134365566881;12.6834125724723;0.658456918999946;24;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-120;153.330023984216;140.884187268811;-12.4458367154047;0.482519328999842;24;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-170;323.330023984216;317.390290982701;-5.93973300151515;0.774837148001097;24;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
60;263.330023984216;262.219930166317;-1.11009381789887;0.658402286999262;24;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-80;343.330023984216;335.907403607223;-7.42262037699277;0.891337196000677;24;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-160;143.330023984216;151.758070616049;8.42804663183341;0.657444066999233;24;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-20;163.330023984216;154.210553120595;-9.11947086362102;0.87498943799983;24;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
150;13.3300239842158;13.8574398089975;0.527415824781713;0.642218281000169;24;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-50;63.3300239842158;40.8021160527819;-22.5279079314339;0.84342585900049;24;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
90;333.330023984216;323.820714198219;-9.50930978599666;1.18355927099947;24;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
100;233.330023984216;237.300500027474;3.97047604325857;2.08319154299897;24;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
30;203.330023984216;219.165826801018;15.8358028168018;0.592621412999506;24;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-130;333.330023984216;330.300031520155;-3.02999246406057;0.699974416000259;24;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
0;333.330023984216;329.515898498991;-3.81412548522485;0.599122244999307;24;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
170;163.330023984216;158.813935481023;-4.51608850319326;0.866011173999141;24;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
140;23.3300239842158;26.7267046893611;3.39668070514534;0.567521683999075;24;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
50;333.330023984216;320.726254158732;-12.6037698254841;0.808044220000738;24;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
130;203.330023984216;201.957321090407;-1.37270289380911;0.566187451000587;24;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
20;183.330023984216;180.946336747924;-2.38368723629134;1.78354824599955;24;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
0;183.330023984216;179.96341920236;-3.3666047818561;0.933503357000518;24;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-70;253.330023984216;264.363788560673;11.0337645764571;0.799820799000372;24;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
140;113.330023984216;105.67568791991;-7.65433606430611;0.724185917000796;24;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-90;203.330023984216;208.946771001205;5.61674701698919;0.543834760999744;24;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-20;223.330023984216;231.505023415986;8.17499943177063;0.874972077001075;24;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
10;213.330023984216;218.669017030505;5.33899304628966;0.807899370000086;24;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-180;33.3300239842158;37.8236145153578;4.49359053114197;0.724723097000606;24;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
160;233.330023984216;235.817330944568;2.48730696035241;0.791957106999689;24;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-140;13.3300239842158;29.2774905797837;15.9474665955679;1.18422339300014;24;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
120;253.330023984216;270.342211195015;17.0121872107996;1.0499059470003;24;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
170;83.3300239842158;78.7999056069866;-4.53011837722919;0.666664087000754;24;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
50;33.3300239842158;19.3915628574109;-13.9384611268049;1.08436290600002;24;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-20;53.3300239842158;55.1748469251814;1.84482294096563;1.03463392400045;24;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
70;343.330023984216;337.112884855457;-6.21713912875896;0.926416047999737;24;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-170;153.330023984216;146.744888130742;-6.5851358534741;0.957131546998426;24;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-160;313.330023984216;306.029007296577;-7.30101668763854;0.653219712001373;24;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
20;293.330023984216;299.279452596842;5.94942861262609;0.645261743000447;24;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-60;353.330023984216;336.903099511559;-16.4269244726572;0.774889234000511;24;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-90;83.3300239842158;75.0313213959491;-8.29870258826669;0.640789609000421;24;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
90;353.330023984216;343.181851863384;-10.1481721208319;0.708144182999604;24;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-30;23.3300239842158;357.728476289992;-25.6015476942239;0.991474030999598;24;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
130;253.330023984216;263.197973518556;9.86794953434031;0.717576122999162;24;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-150;43.3300239842158;38.7403606124641;-4.58966337175172;0.608257568001136;24;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-150;193.330023984216;187.967042470981;-5.3629815132345;0.674856753999848;24;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-110;303.330023984216;292.612263707053;-10.717760277163;0.832987043000685;24;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-10;313.330023984216;294.258250610883;-19.0717733733323;0.599156198999481;24;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-40;353.330023984216;348.732422827557;-4.59760115665915;0.582540610999786;24;13;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
0;315.372374743279;309.902014216361;-5.47036052691789;1.36789761100044;24;14;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-160;115.372374743279;119.342486144215;3.97011140093608;0.676843716999429;24;14;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-30;145.372374743279;126.665603981194;-18.7067707620854;0.441249357001652;24;14;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-150;295.372374743279;304.556699092671;9.184324349392;0.853663052999764;24;14;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
20;275.372374743279;279.820023960723;4.44764921744405;0.545243188000313;24;14;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-140;55.3723747432791;52.8943147566329;-2.47805998664617;0.774724210999921;24;14;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
110;305.372374743279;305.972553423723;0.600178680444174;0.958027852000669;24;14;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
160;145.372374743279;130.007952427411;-15.3644223158678;0.499514860001;24;14;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
140;5.37237474327907;17.3261578697116;11.9537831264326;0.51616537100017;24;14;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
140;225.372374743279;215.629071526027;-9.74330321725213;0.608251674000712;24;14;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-180;45.3723747432791;42.6534541259355;-2.71892061734357;0.533267578999585;24;14;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-60;105.372374743279;102.429592492178;-2.94278225110108;0.650132206001217;24;14;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-180;285.372374743279;277.649727643186;-7.72264710009301;0.916386535998754;24;14;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-80;5.37237474327907;1.22950881201679;-4.14286593126228;1.2834519019998;24;14;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
80;285.372374743279;275.774263880573;-9.59811086270599;0.974044194999806;24;14;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
100;185.372374743279;184.758893045109;-0.613481698170403;0.785237093001342;24;14;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
150;35.3723747432791;28.1811594169503;-7.19121532632882;0.528798728999391;24;14;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-160;195.372374743279;200.428601279026;5.0562265357467;0.700013863999629;24;14;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
40;155.372374743279;150.919113341641;-4.45326140163837;0.741857095001251;24;14;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-50;205.372374743279;206.048839974588;0.676465231309379;0.816740832000505;24;14;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
60;145.372374743279;144.14121872017;-1.23115602310912;0.716235996998876;24;14;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
70;75.3723747432791;72.7609109151625;-2.61146382811657;0.667138721000811;24;14;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-110;185.372374743279;182.038226008614;-3.33414873466478;0.641814197999338;24;14;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-90;275.372374743279;272.243842628474;-3.12853211480495;0.750362793000022;24;14;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
150;125.372374743279;126.108698043912;0.736323300633302;0.433292169998822;24;14;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-10;135.372374743279;118.663881628583;-16.7084931146958;0.59205034399929;24;14;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
150;345.372374743279;343.791590672272;-1.58078407100714;0.510526246000154;24;14;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
40;305.372374743279;294.785952633557;-10.5864221097216;0.757610786999066;24;14;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-50;355.372374743279;340.181082386333;-15.1912923569462;0.653523667999252;24;14;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
0;355.372374743279;5.16366207142178;9.79128732814274;0.64896318799947;24;14;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
30;325.372374743279;314.311262110001;-11.061112633278;0.725358529000005;24;14;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-120;85.3723747432791;82.6086782362578;-2.76369650702128;0.575688669001465;24;14;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-80;165.372374743279;159.807765942241;-5.56460880103793;1.05191369800013;24;14;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-70;235.372374743279;255.70786083578;20.3354860925007;1.17501534399889;24;14;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
80;155.372374743279;153.775561987087;-1.59681275619212;1.01642242399976;24;14;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
100;55.3723747432791;50.5990624637247;-4.77331227955441;0.758321426001203;24;14;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
10;45.3723747432791;49.9579479628215;4.58557321954245;1.39227183299954;24;14;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-10;55.3723747432791;52.3233257449973;-3.04904899828175;1.15765669900065;24;14;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-170;225.372374743279;242.001114210957;16.6287394676781;0.96841373299867;24;14;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-90;315.372374743279;314.186712965961;-1.18566177731759;0.769212195000364;24;14;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-130;85.3723747432791;76.2870115736666;-9.08536316961251;2.23781078699903;24;14;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
130;315.372374743279;313.000460743051;-2.37191400022772;0.633867016000295;24;14;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
0;315.372374743279;310.194574477272;-5.17780026600661;0.507624238000062;24;14;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-40;355.372374743279;338.616550622126;-16.7558241211532;0.800170996999441;24;14;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
20;335.372374743279;335.803552075024;0.431177331745005;0.8916630420008;24;14;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-150;125.372374743279;134.536937055748;9.16456231246863;0.733222863000265;24;14;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-80;205.372374743279;209.942873802201;4.5704990589216;0.658017283998561;24;14;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-180;25.3723747432791;26.3318140314332;0.959439288154151;0.699972967999202;24;14;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
90;295.372374743279;288.584349313148;-6.78802543013126;1.17463773800046;24;14;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
50;245.372374743279;259.579135912231;14.2067611689518;0.934483757000635;24;14;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-170;55.3723747432791;68.6647386311585;13.2923638878794;0.994915847999437;24;14;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
0;55.3723747432791;65.9359991840348;10.5636244407557;0.73435146599877;24;14;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-150;205.372374743279;209.715981402536;4.34360665925692;0.674895066998943;24;14;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-170;15.3723747432791;201.948480674608;-173.423894068671;3.86717732699981;24;14;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-60;75.3723747432791;76.473541241533;1.1011664982539;0.758306252000693;24;14;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-100;175.372374743279;164.665160533745;-10.7072142095341;0.725429230000373;24;14;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
120;55.3723747432791;75.6060723326803;20.2336975894013;1.20897481599968;24;14;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
100;315.372374743279;310.720133600708;-4.65224114257143;0.691444718999264;24;14;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-160;115.372374743279;102.256513493103;-13.1158612501756;0.850309367000591;24;14;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
160;315.372374743279;311.344903657736;-4.02747108554331;0.691300140999374;24;14;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
90;225.372374743279;244.589763860463;19.2173891171844;0.518427963999784;24;14;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-30;255.372374743279;261.979918120778;6.60754337749853;0.627535866000471;24;14;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-90;345.372374743279;324.626380770592;-20.7459939726873;0.691232451999895;24;14;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-60;45.3723747432791;46.1806187335203;0.808243990241266;0.63734119199944;24;14;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-40;85.3723747432791;79.0048668403296;-6.36750790294943;0.657695401001547;24;14;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-20;105.372374743279;103.38758806239;-1.98478668088906;0.707931908000319;24;14;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
120;345.372374743279;327.36675728942;-18.0056174538594;0.666927045998818;24;14;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
110;235.372374743279;250.796135091122;15.423760347843;0.566806339000323;24;14;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
60;175.372374743279;157.505692475349;-17.86668226793;0.582256052999583;24;14;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
30;145.372374743279;135.111624771092;-10.2607499721875;0.532956302999082;24;14;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
60;85.3723747432791;93.2637918251048;7.89141708182571;0.617684050999742;24;14;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
130;315.372374743279;295.922073353778;-19.450301389501;1.48354541200024;24;14;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-120;75.3723747432791;83.9654708302196;8.59309608694058;0.589719978001085;24;14;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-140;215.372374743279;222.718154765593;7.34578002231382;1.31040833800034;24;14;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
70;145.372374743279;145.72558587268;0.353211129400449;0.616518537000957;24;14;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-110;255.372374743279;260.560514732789;5.18813998951009;0.984016955000698;24;14;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
30;225.372374743279;241.83916150961;16.4667867663305;0.88382605300103;24;14;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
160;65.3723747432791;70.8614191114412;5.48904436816214;0.54181245700056;24;14;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
120;305.372374743279;295.814441519481;-9.55793322379839;0.932687295999131;24;14;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
50;255.372374743279;268.96033683628;13.5879620930006;0.74248721100048;24;14;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-10;265.372374743279;270.823724119484;5.4513493762048;0.591705859000285;24;14;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
10;255.372374743279;264.384852414174;9.01247767089541;0.916286363999461;24;14;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
90;165.372374743279;153.731215327296;-11.6411594159832;0.782481715999893;24;14;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
40;125.372374743279;119.769544778571;-5.60282996470812;0.9908439489991;24;14;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-70;195.372374743279;198.429298784968;3.05692404168894;1.2014218029999;24;14;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
170;25.3723747432791;27.2406291752846;1.86825443200554;0.651461393001227;24;14;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-50;75.3723747432791;73.2198716008842;-2.15250314239486;0.6781667260002;24;14;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-100;175.372374743279;169.997996377539;-5.37437836574043;0.716559698999845;24;14;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
70;105.372374743279;109.259598745604;3.88722400232459;0.791973806999522;24;14;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-30;135.372374743279;122.858360557069;-12.5140141862105;1.24187833200085;24;14;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
10;125.372374743279;118.366847341628;-7.00552740165065;0.608330687000489;24;14;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
170;315.372374743279;306.594856655936;-8.77751808734342;0.858047652998721;24;14;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
170;145.372374743279;148.287531952623;2.91515720934373;0.899337552000361;24;14;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-110;255.372374743279;270.755813962299;15.3834392190197;0.700308933999622;24;14;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-120;15.3723747432791;26.8441098926781;11.4717351493991;0.582494453999971;24;14;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-20;35.3723747432791;25.3540256744707;-10.0183490688083;0.7838837649997;24;14;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-70;105.372374743279;104.164006223688;-1.20836851959137;0.666539720999936;24;14;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
140;325.372374743279;305.683348017156;-19.6890267261228;0.641696652999599;24;14;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-20;345.372374743279;332.48054349582;-12.8918312474589;0.686491880000176;24;14;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-100;85.3723747432791;88.7360288978537;3.36365415457468;1.15837194199958;24;14;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-140;225.372374743279;249.054787265471;23.6824125221917;0.716581638000207;24;14;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
20;205.372374743279;214.612632740284;9.24025799700513;0.832498578000013;24;14;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-40;245.372374743279;253.617309447557;8.24493470427797;0.816249239000172;24;14;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-130;15.3723747432791;5.08695439726124;-10.2854203460178;0.658328338999127;24;14;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
110;265.372374743279;275.596298093501;10.2239233502222;0.600397779999184;24;14;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
130;135.372374743279;134.33496278088;-1.03741196239946;0.541582509000364;24;14;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-130;265.372374743279;271.350592144574;5.9782174012953;0.925953351001226;24;14;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
50;215.372374743279;246.598693874832;31.2263191315531;0.567566056999567;24;14;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
80;135.372374743279;125.433898665295;-9.93847607798395;0.877145945998564;24;14;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
0;333.134203792433;339.281274341615;6.14707054918159;0.98480320499948;24;15;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-140;113.134203792433;106.221773386184;-6.91243040624873;0.710194457999023;24;15;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
150;323.134203792433;323.591704611757;0.457500819324139;0.999966122999467;24;15;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
30;293.134203792433;298.429991466693;5.29578767426034;0.708796703000189;24;15;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
130;163.134203792433;150.086863717034;-13.0473400753995;0.778794406000088;24;15;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
40;123.134203792433;126.456109419067;3.32190562663358;1.01721242200074;24;15;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
90;33.1342037924331;25.1869290941961;-7.94727469823701;1.04951280900059;24;15;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-20;53.1342037924331;49.4353674130623;-3.69883637937081;0.69051037600002;24;15;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-30;83.1342037924331;85.9118032123037;2.77759941987055;0.832689455000946;24;15;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
0;83.1342037924331;82.9536604488891;-0.180543343544073;0.924601749000431;24;15;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-120;203.134203792433;209.755967264041;6.62176347160784;1.299677256;24;15;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-30;233.134203792433;250.067874405012;16.9336706125791;0.89136480200068;24;15;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
10;223.134203792433;241.281770676551;18.147566884118;0.777071442998931;24;15;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
130;93.1342037924331;87.796562940973;-5.33764085146009;0.624922617000266;24;15;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-110;203.134203792433;209.873396758768;6.73919296633534;0.694184800000585;24;15;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-180;23.1342037924331;27.9444770826889;4.81027329025573;3.60016419699969;24;15;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-10;33.1342037924331;57.3205645143071;24.186360721874;0.557418555999902;24;15;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-80;113.134203792433;131.324729444206;18.1905256517733;0.716742868999063;24;15;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-170;283.134203792433;293.591491929699;10.4572881372654;0.875341939999998;24;15;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-60;343.134203792433;325.346937786796;-17.7872660056374;0.674423176000346;24;15;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-100;83.1342037924331;78.4868126362889;-4.64739115614421;0.909135552999942;24;15;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-100;183.134203792433;177.035061622686;-6.09914216974721;0.816565882998475;24;15;350;-180;Moon & Kwon (2022);Experiment 1;Motion;1
