obs;theta;resp;error;rt;block;delta;trial;study;experiment;stimulus;expnum
16;166;155;-11;1.50695320009254;4;-9;98;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;122;120;-2;1.3580422999803;4;44;99;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;75;74;-1;1.89096760004759;4;47;100;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;12;26;14;1.35002950008493;4;63;101;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;91;90;-1;1.27500659995712;4;-79;102;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;76;65;-11;1.51565780001692;4;15;103;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;7;17;10;2.27479749999475;4;69;104;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;94;111;17;1.83059509994928;4;-87;105;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;122;121;-1;1.16688629996497;4;-28;106;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;145;142;-3;1.65728919999674;4;-23;107;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;149;138;-11;1.34094520006329;4;-4;108;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;180;0;0;1.07374480005819;4;-31;109;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;7;12;5;1.71561640000436;4;-7;110;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;49;52;3;1.34912499994971;4;-42;111;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;178;165;-13;1.64167270006146;4;51;112;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;38;31;-7;0.957708900095895;4;-40;113;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;16;18;2;1.18238429992925;4;22;114;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;135;116;-19;1.72432160004973;4;61;115;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;151;130;-21;1.3825402999064;4;-16;116;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;136;127;-9;1.29867350007407;4;15;117;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;77;78;1;1.78346490010154;4;59;118;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;118;117;-1;1.30863860005047;4;-41;119;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;161;136;-25;1.22490459994879;4;-43;120;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;103;114;11;1.51637760002632;5;58;121;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;114;125;11;1.85846230003517;5;-11;122;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;20;22;2;1.31595209997613;5;-86;123;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;157;141;-16;1.81686769996304;5;43;124;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;59;53;-6;2.50723929994274;5;-82;125;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;88;88;0;2.08974899991881;5;-29;126;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;115;99;-16;0.715873999986798;5;-27;127;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;82;74;-8;0.824875400052406;5;33;128;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;60;45;-15;1.32479179999791;5;22;129;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;59;62;3;1.23365770000964;5;1;130;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;43;46;3;2.04896080004983;5;16;131;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;10;32;22;1.24910339992493;5;33;132;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;6;13;7;1.96585429995321;5;4;133;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;12;15;3;1.50734880007803;5;-6;134;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;120;111;-9;0.87482759996783;5;72;135;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;68;72;4;1.44933810003567;5;52;136;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;81;70;-11;2.85748420003802;5;-13;137;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;131;118;-13;1.24156330002006;5;-50;138;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;97;97;0;1.64192620001268;5;34;139;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;114;130;16;1.57462960004341;5;-17;140;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;31;44;13;1.04857940005604;5;83;141;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;119;126;7;1.23317210003734;5;-88;142;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;1;179;-2;2.69918110000435;5;-62;143;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;149;141;-8;0.965788100031205;5;32;144;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;127;124;-3;0.900011999998242;5;22;145;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;158;157;-1;1.18319540005177;5;-31;146;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;152;155;3;1.82360020000488;5;6;147;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;45;34;-11;1.68256660003681;5;-73;148;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;178;162;-16;0.966651599970646;5;47;149;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;15;20;5;0.850036500021815;5;-17;150;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;4;15;11;1.649056400056;6;11;151;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;93;104;11;1.64980739995372;6;-89;152;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;37;39;2;1.27472500002477;6;56;153;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;56;62;6;1.39096099999733;6;-19;154;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;26;30;4;1.49141350004356;6;30;155;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;48;51;3;1.43206180003472;6;-22;156;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;128;119;-9;1.86640089994762;6;-80;157;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;87;74;-13;1.19906649994664;6;41;158;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;13;32;19;1.63144000002649;6;74;159;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;12;23;11;0.933271500049159;6;1;160;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;27;32;5;0.900275600026362;6;-15;161;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;87;78;-9;1.75745769997593;6;-60;162;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;8;15;7;0.950270799919963;6;79;163;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;3;179;-4;2.04023049992975;6;5;164;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;152;148;-4;1.09145599999465;6;31;165;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;164;153;-11;0.991400000057183;6;-12;166;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;99;95;-4;1.29201370000374;6;65;167;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;124;129;5;1.57397730008233;6;-25;168;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;81;70;-11;2.01518430002034;6;43;169;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;13;21;8;1.75774689996615;6;68;170;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;139;144;5;1.65021180000622;6;54;171;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;52;42;-10;2.09139829990454;6;87;172;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;33;35;2;1.34995649999473;6;19;173;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;79;69;-10;1.19168009993155;6;-46;174;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;73;76;3;1.71576970000751;6;6;175;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;22;8;-14;1.4334851000458;6;51;176;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;35;49;14;0.858703200006858;6;-13;177;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;101;116;15;2.49884430004749;6;-66;178;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;97;102;5;0.874948800075799;6;4;179;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;165;158;-7;1.29185239993967;6;-68;180;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;114;116;2;1.49160499998834;7;51;181;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;88;74;-14;1.01654529990628;7;26;182;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;80;74;-6;2.04175580001902;7;8;183;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;74;66;-8;1.44095599988941;7;6;184;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;128;123;-5;1.19975440006237;7;-54;185;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;99;106;7;1.2239459999837;7;29;186;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;123;130;7;1.89154360000975;7;-24;187;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;170;176;6;1.50769649993163;7;-47;188;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;26;42;16;1.49928450002335;7;-36;189;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;177;169;-8;1.09034490003251;7;29;190;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;114;103;-11;1.38311429996975;7;63;191;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;160;153;-7;1.38260609994177;7;-46;192;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;85;83;-2;1.83346080000047;7;75;193;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;47;54;7;1.40734000003431;7;38;194;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;112;106;-6;2.14891170000192;7;-65;195;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;148;140;-8;1.05776250001509;7;-36;196;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;69;70;1;1.41559190000407;7;79;197;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;31;38;7;1.78357349999715;7;38;198;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;154;150;-4;1.16507280000951;7;57;199;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;118;106;-12;1.62473709997721;7;36;200;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;168;161;-7;1.32363450003322;7;-50;201;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;30;42;12;1.13273830001708;7;-42;202;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;154;155;1;0.982474299962632;7;56;203;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;49;49;0;1.41688670008443;7;-75;204;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;160;163;3;1.9155586999841;7;69;205;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;61;60;-1;1.1669098000275;7;-81;206;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;175;167;-8;1.78355960000772;7;66;207;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;115;120;5;1.68234249996021;7;60;208;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;61;49;-12;1.95856900000945;7;54;209;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;38;42;4;1.69011889991816;7;23;210;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;69;57;-12;1.51596760004759;8;-31;211;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;155;141;-14;1.21590519999154;8;-86;212;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;120;138;18;1.54861579998396;8;35;213;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;87;77;-10;1.64175850001629;8;33;214;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;82;74;-8;1.15816400002223;8;5;215;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;56;46;-10;1.34969139995519;8;26;216;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;30;30;0;1.4914534999989;8;26;217;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;145;149;4;1.21694820001721;8;65;218;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;176;167;-9;1.02497040003072;8;-31;219;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;60;65;5;1.00869930000044;8;-64;220;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;61;60;-1;1.98339229996782;8;-1;221;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;146;139;-7;0.974885699921288;8;-85;222;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;63;65;2;1.69167479989119;8;83;223;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;37;34;-3;1.84843979997095;8;26;224;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;121;123;2;1.10013330006041;8;-84;225;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;154;151;-3;1.37432439997792;8;-33;226;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;27;19;-8;1.75852300005499;8;-53;227;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;170;158;-12;1.37387109990232;8;37;228;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;3;8;5;2.34972219995689;8;-13;229;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;84;85;1;1.57481260003988;8;-81;230;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;158;159;1;1.55001609993633;8;-74;231;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;3;0;-3;2.08200420008507;8;-25;232;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;178;169;-9;1.67516169999726;8;5;233;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;17;37;20;1.60806959995534;8;-19;234;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;162;140;-22;1.21640419994947;8;35;235;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;162;165;3;1.62489550001919;8;0;236;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;70;61;-9;1.53322260000277;8;-88;237;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;37;28;-9;1.13371530000586;8;33;238;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;37;33;-4;1.10869439993985;8;0;239;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;148;138;-10;1.89906999992672;8;69;240;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;158;165;7;1.3575788999442;9;-10;241;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;84;66;-18;1.04917289991863;9;74;242;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;121;118;-3;2.34926450008061;9;-37;243;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;164;163;-1;1.19878759991843;9;-43;244;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;55;34;-21;1.29933019995224;9;-71;245;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;117;113;-4;1.80740839999635;9;-62;246;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;24;30;6;1.98208019998856;9;-87;247;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;56;55;-1;0.949941099970601;9;-32;248;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;22;15;-7;1.80699100007769;9;34;249;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;167;156;-11;2.15734919998795;9;35;250;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;156;139;-17;1.34155119990464;9;11;251;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;156;135;-21;1.65807360003237;9;0;252;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;73;62;-11;1.86512319999747;9;83;253;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;113;112;-1;1.33363470004406;9;-40;254;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;88;95;7;1.89178099995479;9;25;255;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;173;146;-27;1.45692420005798;9;-85;256;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;98;98;0;0.814904000028037;9;75;257;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;101;105;4;1.48298839991912;9;-3;258;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;46;59;13;1.87517580005806;9;55;259;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;102;109;7;1.19200669997372;9;-56;260;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;103;109;6;1.7334251999855;9;-1;261;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;28;33;5;0.875007599941455;9;75;262;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;40;46;6;1.39997629995923;9;-12;263;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;35;38;3;1.45019899995532;9;5;264;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;128;122;-6;0.991033900063485;9;87;265;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;145;144;-1;1.9247510000132;9;-17;266;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;8;18;10;1.04160569992382;9;-43;267;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;10;19;9;1.2166027999483;9;-2;268;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;148;150;2;1.29183969995938;9;42;269;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;116;107;-9;1.04156990000047;9;32;270;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;108;121;13;1.59981839999091;10;8;271;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;138;130;-8;1.38264070008881;10;-30;272;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;46;42;-4;1.3249260999728;10;-88;273;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;153;145;-8;1.64077400008682;10;73;274;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;95;99;4;1.14161759999115;10;58;275;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;32;40;8;1.79069269995671;10;63;276;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;70;75;5;0.908614200074226;10;-38;277;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;122;118;-4;1.7249302000273;10;-52;278;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;110;118;8;1.30035239993595;10;12;279;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;40;43;3;1.66659280005842;10;70;280;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;63;46;-17;1.1249008999439;10;-23;281;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;23;18;-5;1.90728439996019;10;40;282;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;25;21;-4;2.03327620006166;10;-2;283;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;117;117;0;0.816604599938728;10;88;284;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;126;119;-7;1.16661590000149;10;-9;285;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;20;13;-7;1.64874119998422;10;-74;286;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;135;131;-4;1.13200370001141;10;65;287;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;74;66;-8;1.73220690002199;10;61;288;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;42;50;8;1.25778890005313;10;32;289;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;27;30;3;2.02492659993004;10;15;290;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;82;75;-7;1.21564190008212;10;-55;291;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;22;27;5;1.42526839999482;10;60;292;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;122;110;-12;1.23196140001528;10;80;293;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;7;9;2;0.717045500059612;10;-65;294;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;134;128;-6;1.44941689993721;10;53;295;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;63;71;8;1.3994199000299;10;71;296;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;125;135;10;1.20826350001153;10;-62;297;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;24;37;13;1.67433859989978;10;-79;298;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;168;161;-7;0.866603499976918;10;36;299;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;162;165;3;1.40738260000944;10;6;300;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
17;32;33;1;1.19056060002185;1;NaN;1;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
17;41;31;-10;1.24190429993905;1;-9;2;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
17;103;101;-2;1.3493165000109;1;-62;3;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
17;13;16;3;0.741545700002462;1;90;4;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
17;101;107;6;1.24107630003709;1;-88;5;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
17;116;111;-5;0.649755700025707;1;-15;6;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
17;24;31;7;1.12497850006912;1;-88;7;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
17;76;67;-9;1.62393460003659;1;-52;8;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
17;71;45;-26;1.19063959992491;1;5;9;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
17;84;75;-9;0.966455399990082;1;-13;10;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
17;13;21;8;1.14947389997542;1;71;11;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
17;86;90;4;1.88360709999688;1;-73;12;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
17;137;125;-12;1.26552379992791;1;-51;13;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
17;142;141;-1;1.44896449998487;1;-5;14;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
17;121;119;-2;1.36559470009524;1;21;15;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
17;165;144;-21;1.82486629998311;1;-44;16;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
17;112;112;0;0.849880099995062;1;53;17;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
17;160;155;-5;0.792022600071505;1;-48;18;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
17;111;111;0;0.733735200017691;1;49;19;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
17;150;144;-6;1.53357620001771;1;-39;20;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
17;129;54;-75;1.19024989998434;1;21;21;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
17;162;158;-4;0.999995399964973;1;-33;22;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
17;22;33;11;0.942048400058411;1;-40;23;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
17;179;3;4;2.390637399978;1;23;24;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
