obs;theta;resp;error;rt;block;delta;trial;study;experiment;stimulus;expnum
15;160;164;4;1.90011019993108;5;83;129;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;106;114;8;2.24181489995681;5;54;130;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;102;100;-2;2.14979930000845;5;4;131;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;86;92;6;1.79184359998908;5;16;132;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;118;132;14;1.71643600007519;5;-32;133;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;37;36;-1;1.6578589999117;5;81;134;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;170;174;4;1.69926719996147;5;47;135;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;4;5;1;1.42463300004601;5;-14;136;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;96;91;-5;1.6830150000751;5;88;137;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;14;10;-4;2.10779869998805;5;82;138;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;127;131;4;2.43331149988808;5;67;139;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;110;120;10;1.95010040001944;5;17;140;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;91;92;1;4.61642720003147;5;19;141;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;81;77;-4;1.89032510004472;5;10;142;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;48;68;20;2.34808120003436;5;33;143;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;107;118;11;1.27495460002683;5;-59;144;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;153;151;-2;1.3818679000251;5;-46;145;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;172;166;-6;4.73315519990865;5;-19;146;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;145;159;14;2.23415709997062;5;27;147;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;120;121;1;2.2998105000006;5;25;148;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;129;131;2;1.5418679000577;5;-9;149;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;16;21;5;2.35655000002589;5;-67;150;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;48;57;9;2.84111529996153;6;-32;151;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;9;15;6;3.11590440000873;6;39;152;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;54;56;2;1.32454780000262;6;-45;153;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;117;121;4;1.29140330001246;6;-63;154;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;119;130;11;1.88270670000929;6;-2;155;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;101;103;2;2.09965559991542;6;18;156;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;157;154;-3;1.8743664000649;6;-56;157;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;13;21;8;1.88260360003915;6;-36;158;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;100;104;4;2.14118699997198;6;-87;159;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;29;36;7;1.72470149991568;6;71;160;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;39;41;2;1.99123959999997;6;-10;161;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;112;123;11;1.79102219990455;6;-73;162;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;14;13;-1;1.49128119996749;6;-82;163;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;99;100;1;2.78286809998099;6;-85;164;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;62;69;7;1.63277510006446;6;37;165;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;109;132;23;1.85772470000666;6;-47;166;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;180;0;0;2.04908399994019;6;-71;167;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;55;57;2;1.76599800004624;6;-55;168;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;146;153;7;1.6077532999916;6;89;169;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;170;177;7;1.60814799997024;6;-24;170;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;132;144;12;1.7081980999792;6;38;171;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;137;148;11;1.49986769992393;6;-5;172;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;84;81;-3;1.47480760002509;6;53;173;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;35;39;4;1.39030620001722;6;49;174;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;134;135;1;1.14936639997177;6;81;175;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;28;26;-2;1.52324749995023;6;-74;176;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;78;69;-9;0.892019200022332;6;-50;177;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;51;58;7;2.29137329990044;6;27;178;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;98;113;15;1.53220370004419;6;-47;179;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;51;48;-3;1.6419942000648;6;47;180;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;109;116;7;1.29188059992157;7;-58;181;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;79;81;2;2.15859250002541;7;30;182;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;17;12;-5;1.94131270004436;7;62;183;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;62;59;-3;1.49969950004015;7;-45;184;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;165;165;0;1.53266440005973;7;77;185;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;149;155;6;1.21653060009703;7;16;186;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;97;112;15;2.02501650003251;7;52;187;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;56;64;8;2.43322460004129;7;41;188;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;43;58;15;1.24148319999222;7;13;189;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;41;51;10;1.90854669990949;7;2;190;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;177;2;5;1.45031930005644;7;44;191;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;14;10;-4;1.46590880001895;7;-17;192;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;92;88;-4;2.96632460004184;7;-78;193;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;56;59;3;2.157620199956;7;36;194;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;17;17;0;1.70646779995877;7;39;195;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;150;155;5;1.62496779998764;7;47;196;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;2;3;1;2.45798069995362;7;-32;197;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;118;109;-9;2.70815129997209;7;64;198;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;112;110;-2;3.21634259994607;7;6;199;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;164;167;3;2.01679060002789;7;-52;200;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;176;178;2;1.41684369998984;7;-12;201;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;37;31;-6;3.56549070007168;7;-41;202;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;149;156;7;2.29150990000926;7;68;203;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;55;64;9;1.75560359994415;7;-86;204;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;145;156;11;2.09027320006862;7;-90;205;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;25;29;4;1.8407025000779;7;-60;206;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;14;14;0;1.34822409995832;7;11;207;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;143;144;1;1.96628609998152;7;51;208;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;172;0;8;2.01504760002717;7;-29;209;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;61;62;1;1.29852209996898;7;-69;210;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;166;165;-1;1.6166592000518;8;75;211;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;79;81;2;1.47525899996981;8;87;212;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;163;166;3;1.87480270001106;8;-84;213;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;167;175;8;1.74163509998471;8;-4;214;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;131;135;4;1.60018369997852;8;36;215;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;45;47;2;1.63373439991847;8;86;216;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;77;77;0;0.932336600031704;8;-32;217;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;83;81;-2;1.22427849995438;8;-6;218;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;59;81;22;3.20700689998921;8;24;219;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;77;75;-2;1.61642760003451;8;-18;220;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;97;101;4;1.09202730003744;8;-20;221;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;28;26;-2;2.065287000034;8;69;222;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;50;45;-5;1.90833460004069;8;-22;223;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;52;57;5;1.94935369992163;8;-2;224;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;125;136;11;1.56698780006263;8;-73;225;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;74;65;-9;1.90812519995961;8;51;226;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;120;137;17;2.77482719998807;8;-46;227;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;165;163;-2;5.84049189998768;8;-45;228;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;17;20;3;1.9584047999233;8;-32;229;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;167;167;0;1.46693860006053;8;30;230;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;106;111;5;1.34198080003262;8;61;231;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;121;128;7;1.67466140002944;8;-15;232;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;38;39;1;2.57462960004341;8;83;233;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;60;51;-9;1.78360419999808;8;-22;234;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;156;163;7;2.22364779992495;8;84;235;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;144;152;8;0.933211599942297;8;12;236;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;119;124;5;1.66644659999292;8;25;237;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;47;48;1;2.0586459999904;8;72;238;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;87;84;-3;1.75156380003318;8;-40;239;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;53;46;-7;1.45822120003868;8;34;240;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;118;123;5;2.09142640000209;9;-65;241;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;85;88;3;2.48248590005096;9;33;242;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;116;128;12;1.30824789998587;9;-31;243;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;171;173;2;1.5482143999543;9;-55;244;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;80;83;3;1.27490210009273;9;-89;245;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;119;126;7;1.84977850003634;9;-39;246;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;93;98;5;1.22560889995657;9;26;247;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;151;160;9;1.86643549997825;9;-58;248;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;3;7;4;1.89159319992177;9;-32;249;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;145;159;14;1.0501823000377;9;38;250;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;41;47;6;2.4070429999847;9;-76;251;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;7;3;-4;2.50010890001431;9;34;252;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;42;38;-4;2.25024650001433;9;-35;253;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;77;74;-3;1.96577040001284;9;-35;254;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;155;164;9;1.89987920003477;9;-78;255;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;141;150;9;2.40760889998637;9;14;256;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;113;118;5;0.708657699986361;9;28;257;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;174;179;5;2.18229809997138;9;-61;258;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;149;149;0;1.6497759000631;9;25;259;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;66;57;-9;2.5237890999997;9;83;260;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;171;178;7;1.1990163999144;9;75;261;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;38;38;0;1.15863510000054;9;-47;262;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;78;76;-2;1.97436390002258;9;-40;263;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;71;73;2;1.53352820000146;9;7;264;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;65;68;3;2.05724999995437;9;6;265;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;116;136;20;1.8832759000361;9;-51;266;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;117;121;4;1.47426190006081;9;-1;267;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;33;30;-3;2.39178549998906;9;84;268;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;148;159;11;1.37407549994532;9;65;269;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;106;111;5;1.8417714999523;9;42;270;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;63;68;5;2.15856849995907;10;43;271;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;128;134;6;1.15868019999471;10;-65;272;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;46;48;2;1.56540009996388;10;82;273;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;161;163;2;1.18208430008963;10;65;274;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;54;58;4;1.89997879997827;10;-73;275;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;39;47;8;1.58249489997979;10;15;276;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;45;45;0;1.54985599999782;10;-6;277;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;120;117;-3;1.20694790000562;10;-75;278;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;98;111;13;1.95692449994385;10;22;279;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;25;17;-8;0.983637499972247;10;73;280;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;145;157;12;1.24899240001105;10;60;281;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;37;32;-5;1.74146709998604;10;-72;282;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;129;131;2;1.26784820004832;10;88;283;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;148;155;7;2.56679630000144;10;-19;284;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;67;64;-3;1.74006270000245;10;81;285;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;67;73;6;1.74988599994686;10;0;286;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;24;13;-11;2.19169070001226;10;43;287;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;123;124;1;1.80813490005676;10;81;288;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;130;121;-9;1.02542750001885;10;-7;289;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;77;72;-5;1.74956709996331;10;53;290;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;7;6;-1;1.46707850007806;10;70;291;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;61;59;-2;1.17495259991847;10;-54;292;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;90;88;-2;1.35020729992539;10;-29;293;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;117;132;15;1.23359900002833;10;-27;294;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;179;1;2;1.45809079997707;10;-62;295;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;27;32;5;1.2747600999428;10;-28;296;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;127;131;4;1.19212509994395;10;80;297;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;16;26;10;2.1081520000007;10;-69;298;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;170;174;4;2.44985850004014;10;26;299;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
15;97;100;3;1.54159380006604;10;73;300;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;149;151;2;3.22347029997036;1;NaN;1;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;133;123;-10;2.0158259999007;1;16;2;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;9;37;28;3.66540079994593;1;-56;3;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;122;138;16;3.757077199989;1;67;4;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;164;154;-10;0.891479499987327;1;-42;5;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;93;94;1;2.365482000052;1;71;6;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;104;119;15;1.39057309995405;1;-11;7;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;69;54;-15;1.8991283000214;1;35;8;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;21;35;14;1.03333150001708;1;48;9;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;76;60;-16;1.27436789998319;1;-55;10;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;105;114;9;1.33263379998971;1;-29;11;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;99;113;14;1.46697419998236;1;6;12;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;87;82;-5;1.67514429998118;1;12;13;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;47;46;-1;1.65021869994234;1;40;14;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;27;24;-3;1.38268139993306;1;20;15;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;47;46;-1;1.98273629997857;1;-20;16;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;27;47;20;2.31524799996987;1;20;17;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;163;161;-2;1.75809780007694;1;44;18;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;147;141;-6;1.41685539996251;1;16;19;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;60;43;-17;1.49973970011342;1;87;20;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;38;36;-2;2.69136609998532;1;22;21;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;88;89;1;3.07369009999093;1;-50;22;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;138;135;-3;0.97491380001884;1;-50;23;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;113;101;-12;1.57488329999615;1;25;24;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;131;118;-13;1.87395849998575;1;-18;25;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;108;120;12;1.55713109998032;1;23;26;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;151;147;-4;1.36693969997577;1;-43;27;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;144;144;0;2.25794489996042;1;7;28;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;137;153;16;1.9568306999281;1;7;29;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;172;169;-3;1.24189489998389;1;-35;30;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;60;58;-2;1.3250679000048;2;-68;31;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;54;48;-6;1.8155389999738;2;6;32;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;103;102;-1;1.73258419998456;2;-49;33;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;59;55;-4;1.20817470003385;2;44;34;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;127;130;3;1.36700410000049;2;-68;35;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;31;40;9;1.6320445999736;2;-84;36;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;97;106;9;2.25652009993792;2;-66;37;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;49;48;-1;1.58321800001431;2;48;38;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;10;22;12;1.26690590009093;2;39;39;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;72;67;-5;1.71599960001186;2;-62;40;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;15;17;2;1.44953079998959;2;57;41;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;173;162;-11;1.8322729000356;2;22;42;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;112;118;6;1.5908810000401;2;61;43;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;153;142;-11;1.89151709992439;2;-41;44;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;33;31;-2;1.67370290006511;2;-60;45;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;151;138;-13;1.17535090004094;2;62;46;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;179;175;-4;2.93210179999005;2;-28;47;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;64;60;-4;2.58258919999935;2;-65;48;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;135;131;-4;1.37483460002113;2;-71;49;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;120;120;0;1.34155829995871;2;15;50;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;44;51;7;1.79900949995499;2;76;51;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;170;154;-16;1.25034470006358;2;54;52;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;138;133;-5;2.70756249991246;2;32;53;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;61;50;-11;2.13991030002944;2;77;54;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;21;30;9;1.55823550000787;2;40;55;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;92;103;11;1.75735730002634;2;-71;56;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;127;126;-1;0.950345700024627;2;-35;57;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;125;131;6;1.85823460004758;2;2;58;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;128;120;-8;1.55696620000526;2;-3;59;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;115;107;-8;1.80823329999112;2;13;60;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;60;51;-9;2.24010709999129;3;55;61;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;1;169;-12;2.35711420001462;3;59;62;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;103;107;4;0.867110199993476;3;78;63;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;135;137;2;1.55684449989349;3;-32;64;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;123;121;-2;1.62383900000714;3;12;65;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;80;80;0;1.95010850008111;3;43;66;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;180;177;-3;4.02506710006855;3;80;67;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;31;40;9;3.98196889995597;3;-31;68;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;143;145;2;1.39196909999009;3;68;69;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;30;39;9;0.941834600060247;3;-67;70;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;129;131;2;0.824897999991663;3;81;71;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;161;163;2;1.45008189999498;3;-32;72;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;164;165;1;1.52435309998691;3;-3;73;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;155;140;-15;1.59068370005116;3;9;74;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;13;31;18;2.38996669999324;3;-38;75;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;6;6;0;1.55040880001616;3;7;76;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;86;80;-6;1.37533629999962;3;-80;77;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;12;15;3;2.98168960004114;3;74;78;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;175;156;-19;1.34893620002549;3;17;79;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;82;78;-4;1.16594600002281;3;-87;80;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;128;122;-6;1.13259379996452;3;-46;81;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;178;174;-4;1.77531000005547;3;-50;82;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;90;87;-3;1.37494769995101;3;88;83;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;130;132;2;1.35835460003;3;-40;84;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;78;63;-15;1.01650849997532;3;52;85;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;54;47;-7;1.66646059998311;3;24;86;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;20;34;14;1.34058039996307;3;34;87;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;122;124;2;1.7235662000021;3;78;88;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;174;166;-8;1.77436409995425;3;-52;89;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;85;65;-20;1.2081430000253;3;89;90;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;47;51;4;1.66568979993463;4;38;91;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;137;143;6;1.20754019997548;4;-90;92;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;119;104;-15;1.14995470002759;4;18;93;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;6;25;19;1.44925890001468;4;-67;94;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;108;123;15;1.47391369997058;4;78;95;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;17;30;13;1.50724880001508;4;-89;96;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
16;157;153;-4;1.07539899996482;4;40;97;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
