obs;age;delta;resp;error;errorc;rt;rtc;theta;block;stimtype;outliers;stimtype_bk;case;ntrials;study;experiment;stimulus;cond;expnum
4;22;-72;45;6;6.3758389261745;1.57461019994298;1.57461019994298;39;1;1;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;0;2
4;22;68;153;2;2.3758389261745;0.958016423945082;0.958016423945082;151;1;1;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;0;2
4;22;-75;40;-6;-5.6241610738255;1.14136040310041;1.14136040310041;46;1;1;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;0;2
4;22;21;5;-20;-19.6241610738255;1.24130896507268;1.24130896507268;25;1;1;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;0;2
4;22;-89;120;6;6.3758389261745;1.94121695619469;1.94121695619469;114;1;1;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;0;2
4;22;46;58;-10;-9.6241610738255;1.24959731024865;1.24959731024865;68;1;1;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;0;2
4;22;24;51;7;7.3758389261745;1.19127612200464;1.19127612200464;44;1;1;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;0;2
4;22;84;136;-4;-3.6241610738255;1.19132291129426;1.19132291129426;140;1;1;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;0;2
4;22;71;83;14;14.3758389261745;1.11631153093185;1.11631153093185;69;1;1;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;0;2
4;22;72;174;-3;-2.6241610738255;1.64122546882936;1.64122546882936;177;1;1;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;0;2
4;22;23;165;11;11.3758389261745;1.76647194272664;1.76647194272664;154;1;1;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;0;2
4;22;-27;2;1;1.3758389261745;1.59124998037805;1.59124998037805;1;1;1;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;0;2
4;22;89;92;0;0.375838926174497;2.47447176402056;2.47447176402056;92;1;1;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;0;2
4;22;36;53;-3;-2.6241610738255;0.774703838895221;0.774703838895221;56;1;1;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;0;2
4;22;-86;144;2;2.3758389261745;1.05800513414579;1.05800513414579;142;1;1;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;0;2
4;22;19;134;11;11.3758389261745;1.48294002156763;1.48294002156763;123;1;1;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;0;2
4;22;50;78;5;5.3758389261745;1.15800410779775;1.15800410779775;73;1;1;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;0;2
4;22;-43;101;-15;-14.6241610738255;0.916368523307028;0.916368523307028;116;1;1;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;0;2
4;22;44;72;0;0.375838926174497;1.40797995848698;1.40797995848698;72;1;1;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;0;2
4;22;85;167;0;0.375838926174497;1.3246331417904;1.3246331417904;167;1;1;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;0;2
4;22;67;116;16;16.3758389261745;1.22463265880288;1.22463265880288;100;1;1;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;0;2
4;22;9;96;5;5.3758389261745;1.55794989259448;1.55794989259448;91;1;1;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;0;2
4;22;48;52;9;9.3758389261745;1.65784834474834;1.65784834474834;43;1;1;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;0;2
4;22;5;38;0;0.375838926174497;1.94121605059991;1.94121605059991;38;1;1;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;0;2
4;22;17;13;-8;-7.6241610738255;1.99954901163073;1.99954901163073;21;1;1;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;0;2
4;22;-53;68;-6;-5.6241610738255;1.32459752155773;1.32459752155773;74;1;1;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;0;2
4;22;-5;86;7;7.3758389261745;1.56625272735982;1.56625272735982;79;1;1;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;0;2
4;22;-39;139;21;21.3758389261745;0.982998885509005;0.982998885509005;118;1;1;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;0;2
4;22;22;115;19;19.3758389261745;0.941380869640852;0.941380869640852;96;1;1;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;0;2
4;22;44;42;-10;-9.6241610738255;0.683056904228579;0.683056904228579;52;1;1;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;0;2
4;22;0;59;7;7.3758389261745;1.27465614400717;1.27465614400717;52;1;1;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;0;2
4;22;-56;107;-1;-0.624161073825503;1.21634552108662;1.21634552108662;108;1;1;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;0;2
4;22;-14;120;-2;-1.6241610738255;1.65791777401319;1.65791777401319;122;1;1;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;0;2
4;22;-33;136;-19;-18.6241610738255;1.2829656198337;1.2829656198337;155;1;1;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;0;2
4;22;-10;157;-8;-7.6241610738255;1.74955716202021;1.74955716202021;165;1;1;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;0;2
4;22;-56;41;0;0.375838926174497;1.32470075985839;1.32470075985839;41;1;1;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;0;2
4;22;-62;101;-2;-1.6241610738255;1.29126000234101;1.29126000234101;103;1;1;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;0;2
4;22;45;48;-10;-9.6241610738255;1.3496898624835;1.3496898624835;58;1;1;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;0;2
4;22;-1;50;-9;-8.6241610738255;0.841358350407972;0.841358350407972;59;1;1;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;0;2
4;22;41;23;5;5.3758389261745;1.07465125376984;1.07465125376984;18;1;1;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;0;2
4;22;69;133;4;4.3758389261745;1.07476203873011;1.07476203873011;129;1;1;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;0;2
4;22;7;121;-1;-0.624161073825503;1.02462957976604;1.02462957976604;122;1;1;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;0;2
4;22;37;83;-2;-1.6241610738255;1.0163816846798;1.0163816846798;85;1;1;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;0;2
4;22;-15;113;13;13.3758389261745;1.49128058962742;1.49128058962742;100;1;1;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;0;2
4;22;34;75;9;9.3758389261745;0.991359074887441;0.991359074887441;66;1;1;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;0;2
4;22;38;38;10;10.3758389261745;0.833025932737655;0.833025932737655;28;1;1;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;0;2
4;22;51;158;1;1.3758389261745;0.89968014238184;0.89968014238184;157;1;1;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;0;2
4;22;43;128;14;14.3758389261745;2.34114070474971;2.34114070474971;114;1;1;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;0;2
4;22;58;52;-4;-3.6241610738255;1.25796685748719;1.25796685748719;56;1;1;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;0;2
4;22;-21;83;6;6.3758389261745;1.8745748212059;1.8745748212059;77;1;1;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;0;2
4;22;53;18;-6;-5.6241610738255;0.908057236280001;0.908057236280001;24;1;1;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;0;2
4;22;22;3;1;1.3758389261745;1.64962399523938;1.64962399523938;2;1;1;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;0;2
4;22;-58;64;4;4.3758389261745;1.30799124828991;1.30799124828991;60;1;1;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;0;2
4;22;87;163;10;10.3758389261745;4.83248438445298;4.83248438445298;153;1;1;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;0;2
4;22;30;137;14;14.3758389261745;1.37461255450398;1.37461255450398;123;1;1;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;0;2
4;22;-32;161;6;6.3758389261745;1.44132321315919;1.44132321315919;155;1;1;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;0;2
4;22;-5;154;-6;-5.6241610738255;1.14967108639394;1.14967108639394;160;1;1;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;0;2
4;22;-54;19;-15;-14.6241610738255;1.98287512029128;1.98287512029128;34;1;1;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;0;2
4;22;-66;118;18;18.3758389261745;1.24963625101009;1.24963625101009;100;1;1;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;0;2
4;22;85;15;0;0.375838926174497;1.70793039202908;1.70793039202908;15;1;1;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;0;2
4;22;11;179;-5;-4.6241610738255;1.64128614397123;1.64128614397123;4;1;1;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;0;2
4;22;37;138;-9;-8.6241610738255;1.79957672296223;1.79957672296223;147;1;1;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;0;2
4;22;12;136;1;1.3758389261745;1.42463151171251;1.42463151171251;135;1;1;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;0;2
4;22;5;134;4;4.3758389261745;1.1829929085543;1.1829929085543;130;1;1;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;0;2
4;22;60;62;-8;-7.6241610738255;1.34128107261859;1.34128107261859;70;1;1;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;0;2
4;22;0;77;7;7.3758389261745;4.14926296304839;4.14926296304839;70;1;1;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;0;2
4;22;16;36;-18;-17.6241610738255;2.89943502688402;2.89943502688402;54;1;1;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;0;2
4;22;-80;136;2;2.3758389261745;2.58281432440344;2.58281432440344;134;1;1;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;0;2
4;22;60;79;5;5.3758389261745;1.7745710176896;1.7745710176896;74;1;1;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;0;2
4;22;-23;106;9;9.3758389261745;0.983014582561736;0.983014582561736;97;1;1;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;0;2
4;22;34;79;16;16.3758389261745;1.19968310067634;1.19968310067634;63;1;1;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;0;2
4;22;63;179;-1;-0.624161073825503;2.24950403353796;2.24950403353796;0;1;1;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;0;2
4;22;-45;51;6;6.3758389261745;1.27463078723304;1.27463078723304;45;1;1;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;0;2
4;22;-36;88;7;7.3758389261745;1.84120711535434;1.84120711535434;81;1;1;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;0;2
4;22;1;78;-2;-1.6241610738255;1.16626588873987;1.16626588873987;80;1;1;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;0;2
4;22;56;26;2;2.3758389261745;1.06633302382033;1.06633302382033;24;1;1;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;0;2
4;22;67;146;9;9.3758389261745;1.31628623453071;1.31628623453071;137;1;1;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;0;2
4;22;-26;146;-17;-16.6241610738255;1.14134802658009;1.14134802658009;163;1;1;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;0;2
4;22;47;131;15;15.3758389261745;0.999676701107092;0.999676701107092;116;1;1;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;0;2
4;22;64;63;11;11.3758389261745;1.8995844507408;1.8995844507408;52;1;1;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;0;2
4;22;82;143;-7;-6.6241610738255;1.68291623449477;1.68291623449477;150;1;1;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;0;2
4;22;80;60;-10;-9.6241610738255;1.43294551553117;1.43294551553117;70;1;1;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;0;2
4;22;85;163;-2;-1.6241610738255;1.48295390741623;1.48295390741623;165;1;1;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;0;2
4;22;16;157;8;8.3758389261745;1.30799215388834;1.30799215388834;149;1;1;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;0;2
4;22;-39;22;14;14.3758389261745;1.85789398694033;1.85789398694033;8;1;1;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;0;2
4;22;-8;21;5;5.3758389261745;1.39128433277438;1.39128433277438;16;1;1;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;0;2
4;22;13;9;6;6.3758389261745;1.52456105609599;1.52456105609599;3;1;1;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;0;2
4;22;-79;84;2;2.3758389261745;3.46598901689504;3.46598901689504;82;1;1;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;0;2
4;22;-41;111;-12;-11.6241610738255;1.39130365222081;1.39130365222081;123;1;1;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;0;2
4;22;56;76;9;9.3758389261745;1.54957762856066;1.54957762856066;67;1;1;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;0;2
4;22;39;27;-1;-0.624161073825503;1.3412786576846;1.3412786576846;28;1;1;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;0;2
4;22;13;17;2;2.3758389261745;1.13295282070249;1.13295282070249;15;1;1;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;0;2
4;22;-24;34;-5;-4.6241610738255;0.766382288409659;0.766382288409659;39;1;1;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;0;2
4;22;-84;127;4;4.3758389261745;1.53294931905111;1.53294931905111;123;1;1;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;0;2
4;22;-22;145;0;0.375838926174497;1.00799281799482;1.00799281799482;145;1;1;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;0;2
4;22;-59;24;0;0.375838926174497;2.52448287270454;2.52448287270454;24;1;1;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;0;2
4;22;-61;88;3;3.3758389261745;1.92455453578077;1.92455453578077;85;1;1;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;0;2
4;22;76;16;7;7.3758389261745;1.55793842167259;1.55793842167259;9;1;1;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;0;2
4;22;-64;68;-5;-4.6241610738255;1.89955577343426;1.89955577343426;73;1;1;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;0;2
4;22;-47;116;-4;-3.6241610738255;1.06631008197655;1.06631008197655;120;1;1;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;0;2
4;22;-27;147;0;0.375838926174497;1.39961946723997;1.39961946723997;147;1;1;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;0;2
4;22;52;106;11;11.3758389261745;1.77453298252294;1.77453298252294;95;1;1;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;0;2
4;22;5;88;-2;-1.6241610738255;0.874672927777283;0.874672927777283;90;1;1;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;0;2
4;22;-38;114;-14;-13.6241610738255;0.916345581459609;0.916345581459609;128;1;1;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;0;2
4;22;86;40;-2;-1.6241610738255;2.04953838593065;2.04953838593065;42;1;1;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;0;2
4;22;45;3;6;6.3758389261745;2.07451601763387;2.07451601763387;177;1;1;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;0;2
4;22;-14;7;-4;-3.6241610738255;1.85789670373924;1.85789670373924;11;1;1;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;0;2
4;22;20;178;7;7.3758389261745;1.79126513407027;1.79126513407027;171;1;1;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;0;2
4;22;64;117;10;10.3758389261745;1.93284680522629;1.93284680522629;107;1;1;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;0;2
4;22;57;53;3;3.3758389261745;2.35782184087657;2.35782184087657;50;1;1;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;0;2
4;22;-37;89;2;2.3758389261745;1.61624029047016;1.61624029047016;87;1;1;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;0;2
4;22;-6;97;4;4.3758389261745;0.716399555170938;0.716399555170938;93;1;1;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;0;2
4;22;-73;161;-5;-4.6241610738255;1.1079951121792;1.1079951121792;166;1;1;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;0;2
4;22;48;127;9;9.3758389261745;1.48290379759783;1.48290379759783;118;1;1;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;0;2
4;22;-23;144;3;3.3758389261745;1.22466495850313;1.22466495850313;141;1;1;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;0;2
4;22;-19;156;-4;-3.6241610738255;0.891337461256626;0.891337461256626;160;1;1;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;0;2
4;22;-79;58;-1;-0.624161073825503;2.09119836122773;2.09119836122773;59;1;1;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;0;2
4;22;-75;129;-5;-4.6241610738255;1.49958342439641;1.49958342439641;134;1;1;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;0;2
4;22;-2;137;1;1.3758389261745;1.00802511769871;1.00802511769871;136;1;1;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;0;2
4;22;62;63;-11;-10.6241610738255;0.86640420391268;0.86640420391268;74;1;1;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;0;2
4;22;-47;115;-6;-5.6241610738255;0.733008545234043;0.733008545234043;121;1;1;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;0;2
4;22;-19;127;-13;-12.6241610738255;0.999680323504435;0.999680323504435;140;1;1;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;0;2
4;22;8;124;-8;-7.6241610738255;0.974691522747889;0.974691522747889;132;1;1;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;0;2
4;22;59;73;0;0.375838926174497;0.899703084229259;0.899703084229259;73;1;1;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;0;2
4;22;-12;80;-5;-4.6241610738255;1.10800145137182;1.10800145137182;85;1;1;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;0;2
4;22;-10;107;12;12.3758389261745;0.758042927813221;0.758042927813221;95;1;1;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;0;2
4;22;54;43;2;2.3758389261745;0.81662009874708;0.81662009874708;41;1;1;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;0;2
4;22;-77;113;-5;-4.6241610738255;1.09133389923227;1.09133389923227;118;1;1;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;0;2
4;22;24;93;-1;-0.624161073825503;1.44127491454128;1.44127491454128;94;1;1;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;0;2
4;22;79;20;5;5.3758389261745;1.16630724442803;1.16630724442803;15;1;1;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;0;2
4;22;-88;109;6;6.3758389261745;0.733046278532129;0.733046278532129;103;1;1;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;0;2
4;22;-7;100;-10;-9.6241610738255;1.55794627020077;1.55794627020077;110;1;1;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;0;2
4;22;73;27;-10;-9.6241610738255;1.52461478831174;1.52461478831174;37;1;1;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;0;2
4;22;67;147;-3;-2.6241610738255;1.2330037153697;1.2330037153697;150;1;1;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;0;2
4;22;20;125;-5;-4.6241610738255;1.14128976636857;1.14128976636857;130;1;1;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;0;2
4;22;-7;141;4;4.3758389261745;1.0663789075079;1.0663789075079;137;1;1;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;0;2
4;22;59;62;-16;-15.6241610738255;1.74959519718686;1.74959519718686;78;1;1;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;0;2
4;22;-6;82;-2;-1.6241610738255;0.982980773525924;0.982980773525924;84;1;1;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;0;2
4;22;-77;155;-6;-5.6241610738255;1.7495583694872;1.7495583694872;161;1;1;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;0;2
4;22;-82;65;2;2.3758389261745;1.84120953028469;1.84120953028469;63;1;1;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;0;2
4;22;-12;61;-14;-13.6241610738255;1.17468162153091;1.17468162153091;75;1;1;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;0;2
4;22;-36;116;5;5.3758389261745;1.41630543323481;1.41630543323481;111;1;1;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;0;2
4;22;-56;164;-3;-2.6241610738255;1.98284644298838;1.98284644298838;167;1;1;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;0;2
4;22;16;155;4;4.3758389261745;1.69959676689177;1.69959676689177;151;1;1;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;0;2
4;22;NaN;177;-4;-3.6241610738255;1.28293875372765;1.28293875372765;1;2;2;0;1;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;1;2
4;22;-3;9;5;5.3758389261745;1.31633332568526;1.31633332568526;4;2;2;0;2;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;1;2
4;22;-71;70;-5;-4.6241610738255;0.908030068309017;0.908030068309017;75;2;2;0;2;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;1;2
4;22;5;80;10;10.3758389261745;0.708070156160829;0.708070156160829;70;2;2;0;2;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;1;2
4;22;23;28;-19;-18.6241610738255;2.59112923382781;2.59112923382781;47;2;2;0;2;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;1;2
4;22;-50;99;2;2.3758389261745;1.37461376196734;1.37461376196734;97;2;2;0;2;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;1;2
4;22;-32;48;-81;NaN;1.25793908578271;NaN;129;2;2;1;2;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;1;2
4;22;-85;33;-1;NaN;1.09987369910596;NaN;34;2;2;1;2;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;1;2
4;22;-3;40;3;3.3758389261745;1.43292317742453;1.43292317742453;37;2;2;0;2;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;1;2
4;22;-55;83;-9;-8.6241610738255;1.26628055944093;1.26628055944093;92;2;2;0;2;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;1;2
4;22;-12;112;8;8.3758389261745;1.4912443656649;1.4912443656649;104;2;2;0;2;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;1;2
4;22;-82;8;2;2.3758389261745;2.21620273829103;2.21620273829103;6;2;2;0;2;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;1;2
4;22;52;134;0;0.375838926174497;1.04969324338526;1.04969324338526;134;2;2;0;2;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;1;2
4;22;-58;8;-4;-3.6241610738255;1.79123041943967;1.79123041943967;12;2;2;0;2;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;1;2
4;22;-71;77;-6;-5.6241610738255;0.791345732395712;0.791345732395712;83;2;2;0;2;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;1;2
4;22;80;4;1;1.3758389261745;1.84124213185351;1.84124213185351;3;2;2;0;2;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;1;2
4;22;4;178;-1;-0.624161073825503;1.41627252979742;1.41627252979742;179;2;2;0;2;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;1;2
4;22;47;139;7;7.3758389261745;1.32463193432341;1.32463193432341;132;2;2;0;2;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;1;2
4;22;75;55;-2;-1.6241610738255;1.45794035361905;1.45794035361905;57;2;2;0;2;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;1;2
4;22;-86;142;-1;-0.624161073825503;1.40795369611078;1.40795369611078;143;2;2;0;2;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;1;2
4;22;-55;20;2;2.3758389261745;1.4329726835058;1.4329726835058;18;2;2;0;2;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;1;2
4;22;-85;109;6;6.3758389261745;1.26628750236705;1.26628750236705;103;2;2;0;2;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;1;2
4;22;61;41;-1;-0.624161073825503;0.907996863006701;0.907996863006701;42;2;2;0;2;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;1;2
4;22;77;134;-11;-10.6241610738255;1.34142777967281;1.34142777967281;145;2;2;0;2;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;1;2
4;22;-36;167;-14;-13.6241610738255;1.36635198102886;1.36635198102886;1;2;2;0;2;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;1;2
4;22;-42;38;-5;-4.6241610738255;2.22444791658199;2.22444791658199;43;2;2;0;2;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;1;2
4;22;-69;130;18;18.3758389261745;1.74127153363588;1.74127153363588;112;2;2;0;2;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;1;2
4;22;26;80;-6;-5.6241610738255;1.6579404139884;1.6579404139884;86;2;2;0;2;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;1;2
4;22;-30;114;-2;-1.6241610738255;1.10801956335854;1.10801956335854;116;2;2;0;2;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;1;2
4;22;-49;147;-18;-17.6241610738255;1.16630362203432;1.16630362203432;165;2;2;0;2;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;1;2
4;22;14;145;-6;-5.6241610738255;1.73290711813024;1.73290711813024;151;2;2;0;2;NaN;596;Ceylan et al. (2021);Experiment 2;Orientation;1;2
