obs;age;delta;resp;error;errorc;rt;rtc;theta;block;stimtype;outliers;stimtype_bk;case;ntrials;study;experiment;stimulus;cond;expnum
14;25;16;26;21;23.0459183673469;1.25795840522915;1.25795840522915;5;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 2;Orientation;0;2
14;25;-20;26;1;3.04591836734694;2.0328337042265;2.0328337042265;25;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 2;Orientation;0;2
14;25;-49;59;-15;-12.9540816326531;1.76626154185942;1.76626154185942;74;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 2;Orientation;0;2
14;25;-21;89;-6;-3.95408163265306;1.19962242553083;1.19962242553083;95;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 2;Orientation;0;2
14;25;32;81;18;20.0459183673469;1.19125921749219;1.19125921749219;63;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 2;Orientation;0;2
14;25;-67;128;-2;0.045918367346939;2.03283793035735;2.03283793035735;130;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 2;Orientation;0;2
14;25;-65;22;7;9.04591836734694;1.06637256831527;1.06637256831527;15;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 2;Orientation;0;2
14;25;27;156;-12;-9.95408163265306;2.08288224434364;2.08288224434364;168;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 2;Orientation;0;2
14;25;67;114;13;15.0459183673469;1.16631780975513;1.16631780975513;101;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 2;Orientation;0;2
14;25;-55;150;-6;-3.95408163265306;1.98288689308174;1.98288689308174;156;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 2;Orientation;0;2
14;25;-83;51;-8;-5.95408163265306;1.30797826803609;1.30797826803609;59;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 2;Orientation;0;2
14;25;-37;125;29;31.0459183673469;2.13285018613169;2.13285018613169;96;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 2;Orientation;0;2
14;25;15;53;-28;-25.9540816326531;1.35797337780241;1.35797337780241;81;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 2;Orientation;0;2
14;25;-28;123;14;16.0459183673469;1.9245415555306;1.9245415555306;109;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 2;Orientation;0;2
14;25;-43;141;-11;-8.95408163265306;0.907972411827359;0.907972411827359;152;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 2;Orientation;0;2
14;25;-79;44;-7;-4.95408163265306;1.13300685478316;1.13300685478316;51;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 2;Orientation;0;2
14;25;-62;124;11;13.0459183673469;0.983010960164393;0.983010960164393;113;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 2;Orientation;0;2
14;25;68;43;-2;0.045918367346939;3.13272068545484;3.13272068545484;45;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 2;Orientation;0;2
14;25;-73;120;2;4.04591836734694;1.63288490076229;1.63288490076229;118;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 2;Orientation;0;2
14;25;-16;133;-1;1.04591836734694;2.34948972507118;2.34948972507118;134;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 2;Orientation;0;2
14;25;76;44;-14;-11.9540816326531;1.19130842170853;1.19130842170853;58;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 2;Orientation;0;2
14;25;17;52;11;13.0459183673469;0.974749782959407;0.974749782959407;41;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 2;Orientation;0;2
14;25;-88;126;-3;-0.954081632653061;1.11632330371867;1.11632330371867;129;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 2;Orientation;0;2
14;25;5;120;-4;-1.95408163265306;1.76621294137294;1.76621294137294;124;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 2;Orientation;0;2
14;25;83;38;-3;-0.954081632653061;0.583034988729196;0.583034988729196;41;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 2;Orientation;0;2
14;25;52;149;-20;-17.9540816326531;1.2663524036434;1.2663524036434;169;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 2;Orientation;0;2
14;25;27;131;-11;-8.95408163265306;1.05796468404878;1.05796468404878;142;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 2;Orientation;0;2
14;25;63;66;-13;-10.9540816326531;2.62441271895659;2.62441271895659;79;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 2;Orientation;0;2
14;25;-46;135;10;12.0459183673469;1.59958058685515;1.59958058685515;125;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 2;Orientation;0;2
14;25;62;52;-11;-8.95408163265306;1.45792133603754;1.45792133603754;63;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 2;Orientation;0;2
14;25;-17;59;-21;-18.9540816326531;1.69123627564477;1.69123627564477;80;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 2;Orientation;0;2
14;25;-56;132;-4;-1.95408163265306;1.06634570220922;1.06634570220922;136;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 2;Orientation;0;2
14;25;10;124;-2;0.045918367346939;1.03295414891181;1.03295414891181;126;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 2;Orientation;0;2
14;25;-8;130;-4;-1.95408163265306;0.874655117662769;0.874655117662769;134;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 2;Orientation;0;2
14;25;-53;11;4;6.04591836734694;1.47464352599127;1.47464352599127;7;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 2;Orientation;0;2
14;25;-62;64;-5;-2.95408163265306;1.32468325160517;1.32468325160517;69;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 2;Orientation;0;2
14;25;-24;101;8;10.0459183673469;0.982980169796065;0.982980169796065;93;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 2;Orientation;0;2
14;25;58;21;-14;-11.9540816326531;1.43290989530215;1.43290989530215;35;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 2;Orientation;0;2
14;25;-14;46;-3;-0.954081632653061;1.06635596566412;1.06635596566412;49;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 2;Orientation;0;2
14;25;3;55;9;11.0459183673469;0.933025510123116;0.933025510123116;46;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 2;Orientation;0;2
14;25;32;23;9;11.0459183673469;0.983026959082054;0.983026959082054;14;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 2;Orientation;0;2
14;25;60;140;6;8.04591836734694;0.716342200557847;0.716342200557847;134;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 2;Orientation;0;2
14;25;-57;172;-19;-16.9540816326531;0.991350622629398;0.991350622629398;11;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 2;Orientation;0;2
14;25;-14;14;-11;-8.95408163265306;0.716352765881311;0.716352765881311;25;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 2;Orientation;0;2
14;25;-16;33;-8;-5.95408163265306;1.40797814728649;1.40797814728649;41;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 2;Orientation;0;2
14;25;37;7;3;5.04591836734694;1.14126833385671;1.14126833385671;4;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 2;Orientation;0;2
14;25;-27;27;-4;-1.95408163265306;1.4829243245149;1.4829243245149;31;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 2;Orientation;0;2
14;25;73;141;3;5.04591836734694;1.08296616319058;1.08296616319058;138;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 2;Orientation;0;2
14;25;-67;36;11;13.0459183673469;0.824653366838902;0.824653366838902;25;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 2;Orientation;0;2
14;25;6;22;3;5.04591836734694;0.574741813688888;0.574741813688888;19;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 2;Orientation;0;2
14;25;-31;56;6;8.04591836734694;0.791389201152924;0.791389201152924;50;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 2;Orientation;0;2
14;25;18;35;3;5.04591836734694;0.758085490972007;0.758085490972007;32;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 2;Orientation;0;2
14;25;-27;49;-10;-7.95408163265306;1.03296441237035;1.03296441237035;59;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 2;Orientation;0;2
14;25;-7;58;-8;-5.95408163265306;0.716340691225923;0.716340691225923;66;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 2;Orientation;0;2
14;25;-37;118;15;17.0459183673469;0.874694662157708;0.874694662157708;103;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 2;Orientation;0;2
14;25;50;49;-4;-1.95408163265306;1.66624505995787;1.66624505995787;53;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 2;Orientation;0;2
14;25;34;38;19;21.0459183673469;2.2328473485868;2.2328473485868;19;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 2;Orientation;0;2
14;25;-20;40;1;3.04591836734694;1.14966716212803;1.14966716212803;39;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 2;Orientation;0;2
14;25;61;143;-15;-12.9540816326531;1.21629420380486;1.21629420380486;158;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 2;Orientation;0;2
14;25;33;124;-1;1.04591836734694;1.21633405016473;1.21633405016473;125;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 2;Orientation;0;2
14;25;26;119;20;22.0459183673469;1.39956120702846;1.39956120702846;99;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 2;Orientation;0;2
14;25;-23;126;4;6.04591836734694;0.608101067278767;0.608101067278767;122;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 2;Orientation;0;2
14;25;-8;128;-2;0.045918367346939;1.10797760392961;1.10797760392961;130;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 2;Orientation;0;2
14;25;49;51;-30;-27.9540816326531;1.39960860005158;1.39960860005158;81;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 2;Orientation;0;2
14;25;59;25;3;5.04591836734694;1.80791608355867;1.80791608355867;22;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 2;Orientation;0;2
14;25;50;140;-12;-9.95408163265306;1.47456805939873;1.47456805939873;152;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 2;Orientation;0;2
14;25;27;136;11;13.0459183673469;2.93274749119155;2.93274749119155;125;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 2;Orientation;0;2
14;25;46;71;-8;-5.95408163265306;1.67457415709941;1.67457415709941;79;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 2;Orientation;0;2
14;25;49;30;0;2.04591836734694;1.08303166820042;1.08303166820042;30;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 2;Orientation;0;2
14;25;-2;35;3;5.04591836734694;0.924696111116646;0.924696111116646;32;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 2;Orientation;0;2
14;25;-55;70;-17;-14.9540816326531;0.983035411340097;0.983035411340097;87;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 2;Orientation;0;2
14;25;44;43;0;2.04591836734694;1.39125505173433;1.39125505173433;43;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 2;Orientation;0;2
14;25;51;158;-14;-11.9540816326531;1.04134844919099;1.04134844919099;172;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 2;Orientation;0;2
14;25;-70;32;-30;-27.9540816326531;1.45793884428713;1.45793884428713;62;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 2;Orientation;0;2
14;25;31;43;12;14.0459183673469;2.7828451751484;2.7828451751484;31;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 2;Orientation;0;2
14;25;35;152;-24;-21.9540816326531;3.22444519978308;3.22444519978308;176;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 2;Orientation;0;2
14;25;16;148;-12;-9.95408163265306;1.3663353783777;1.3663353783777;160;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 2;Orientation;0;2
14;25;62;108;10;12.0459183673469;1.5495909106794;1.5495909106794;98;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 2;Orientation;0;2
14;25;2;100;4;6.04591836734694;1.20794699468024;1.20794699468024;96;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 2;Orientation;0;2
14;25;-57;138;-15;-12.9540816326531;1.09129133607348;1.09129133607348;153;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 2;Orientation;0;2
14;25;74;65;-14;-11.9540816326531;1.06627476360882;1.06627476360882;79;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 2;Orientation;0;2
14;25;-67;137;-9;-6.95408163265306;1.36625296885541;1.36625296885541;146;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 2;Orientation;0;2
14;25;59;91;4;6.04591836734694;1.39124569387786;1.39124569387786;87;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 2;Orientation;0;2
14;25;61;39;13;15.0459183673469;1.41628188765389;1.41628188765389;26;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 2;Orientation;0;2
14;25;75;121;-10;-7.95408163265306;0.983028468413977;0.983028468413977;131;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 2;Orientation;0;2
14;25;-3;118;-16;-13.9540816326531;1.75789259835801;1.75789259835801;134;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 2;Orientation;0;2
14;25;52;60;-22;-19.9540816326531;1.33299695356254;1.33299695356254;82;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 2;Orientation;0;2
14;25;-85;149;-18;-15.9540816326531;0.916347392656462;0.916347392656462;167;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 2;Orientation;0;2
14;25;-78;55;-10;-7.95408163265306;1.26634395138171;1.26634395138171;65;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 2;Orientation;0;2
14;25;-74;145;6;8.04591836734694;1.46625707423664;1.46625707423664;139;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 2;Orientation;0;2
14;25;-57;25;9;11.0459183673469;1.17461430532785;1.17461430532785;16;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 2;Orientation;0;2
14;25;8;32;24;26.0459183673469;0.966320768045989;0.966320768045989;8;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 2;Orientation;0;2
14;25;85;109;6;8.04591836734694;1.07467268628534;1.07467268628534;103;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 2;Orientation;0;2
14;25;60;34;-9;-6.95408163265306;1.36625719498261;1.36625719498261;43;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 2;Orientation;0;2
14;25;25;28;10;12.0459183673469;0.849660581443459;0.849660581443459;18;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 2;Orientation;0;2
14;25;-47;45;-20;-17.9540816326531;1.21629873180063;1.21629873180063;65;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 2;Orientation;0;2
14;25;-52;127;10;12.0459183673469;1.44123325698092;1.44123325698092;117;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 2;Orientation;0;2
14;25;-88;36;11;13.0459183673469;0.999673078713386;0.999673078713386;25;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 2;Orientation;0;2
14;25;-13;37;-1;1.04591836734694;1.33298880317307;1.33298880317307;38;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 2;Orientation;0;2
14;25;84;144;10;12.0459183673469;1.51627572958023;1.51627572958023;134;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 2;Orientation;0;2
14;25;48;74;-12;-9.95408163265306;1.33296405012879;1.33296405012879;86;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 2;Orientation;0;2
14;25;-11;108;11;13.0459183673469;0.891300029823469;0.891300029823469;97;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 2;Orientation;0;2
14;25;35;52;-10;-7.95408163265306;1.3495932652404;1.3495932652404;62;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 2;Orientation;0;2
14;25;26;28;-8;-5.95408163265306;1.32463465111869;1.32463465111869;36;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 2;Orientation;0;2
14;25;-32;66;-2;0.045918367346939;1.39961403364578;1.39961403364578;68;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 2;Orientation;0;2
14;25;86;143;-19;-16.9540816326531;0.999926646469248;0.999926646469248;162;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 2;Orientation;0;2
14;25;2;143;-17;-14.9540816326531;0.933015548536787;0.933015548536787;160;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 2;Orientation;0;2
14;25;69;80;-11;-8.95408163265306;1.49128028776249;1.49128028776249;91;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 2;Orientation;0;2
15;23;NaN;65;-10;-10.6458333333333;3.80529618525543;3.80529618525543;75;2;2;0;NaN;NaN;576;Ceylan et al. (2021);Experiment 2;Orientation;1;2
15;23;-18;101;8;7.35416666666667;2.49946750770687;2.49946750770687;93;2;2;0;2;NaN;576;Ceylan et al. (2021);Experiment 2;Orientation;1;2
15;23;-54;144;-3;-3.64583333333333;2.92443710976295;2.92443710976295;147;2;2;0;2;NaN;576;Ceylan et al. (2021);Experiment 2;Orientation;1;2
15;23;5;145;3;2.35416666666667;3.33269810584898;3.33269810584898;142;2;2;0;2;NaN;576;Ceylan et al. (2021);Experiment 2;Orientation;1;2
15;23;37;118;13;12.3541666666667;2.59945742537093;2.59945742537093;105;2;2;0;2;NaN;576;Ceylan et al. (2021);Experiment 2;Orientation;1;2
15;23;-40;136;-9;-9.64583333333333;3.17441597911602;3.17441597911602;145;2;2;0;2;NaN;576;Ceylan et al. (2021);Experiment 2;Orientation;1;2
15;23;-59;32;8;7.35416666666667;2.14120282885051;2.14120282885051;24;2;2;0;2;NaN;576;Ceylan et al. (2021);Experiment 2;Orientation;1;2
15;23;0;37;13;12.3541666666667;2.49951459886142;2.49951459886142;24;2;2;0;2;NaN;576;Ceylan et al. (2021);Experiment 2;Orientation;1;2
15;23;-36;49;-11;-11.6458333333333;2.71610795224842;2.71610795224842;60;2;2;0;2;NaN;576;Ceylan et al. (2021);Experiment 2;Orientation;1;2
15;23;31;43;14;13.3541666666667;1.99123410220636;1.99123410220636;29;2;2;0;2;NaN;576;Ceylan et al. (2021);Experiment 2;Orientation;1;2
15;23;31;4;6;5.35416666666667;2.89108419536569;2.89108419536569;178;2;2;0;2;NaN;576;Ceylan et al. (2021);Experiment 2;Orientation;1;2
15;23;-77;64;-11;-11.6458333333333;3.00775162675927;3.00775162675927;75;2;2;0;2;NaN;576;Ceylan et al. (2021);Experiment 2;Orientation;1;2
15;23;-55;132;2;1.35416666666667;3.20771636876452;3.20771636876452;130;2;2;0;2;NaN;576;Ceylan et al. (2021);Experiment 2;Orientation;1;2
15;23;5;126;1;0.354166666666667;2.34950512025898;2.34950512025898;125;2;2;0;2;NaN;576;Ceylan et al. (2021);Experiment 2;Orientation;1;2
15;23;4;135;14;13.3541666666667;2.42451438755597;2.42451438755597;121;2;2;0;2;NaN;576;Ceylan et al. (2021);Experiment 2;Orientation;1;2
15;23;-83;32;8;7.35416666666667;2.19951767789826;2.19951767789826;24;2;2;0;2;NaN;576;Ceylan et al. (2021);Experiment 2;Orientation;1;2
15;23;-20;142;-82;NaN;2.07454409120692;NaN;44;2;2;1;2;NaN;576;Ceylan et al. (2021);Experiment 2;Orientation;1;2
15;23;65;149;-10;NaN;3.19105666514952;NaN;159;2;2;1;2;NaN;576;Ceylan et al. (2021);Experiment 2;Orientation;1;2
15;23;30;136;7;6.35416666666667;2.6078429715235;2.6078429715235;129;2;2;0;2;NaN;576;Ceylan et al. (2021);Experiment 2;Orientation;1;2
15;23;-89;40;2;1.35416666666667;2.44121212633763;2.44121212633763;38;2;2;0;2;NaN;576;Ceylan et al. (2021);Experiment 2;Orientation;1;2
15;23;81;139;2;1.35416666666667;3.11606098183984;3.11606098183984;137;2;2;0;2;NaN;576;Ceylan et al. (2021);Experiment 2;Orientation;1;2
15;23;-15;146;-6;-6.64583333333333;2.59118055111321;2.59118055111321;152;2;2;0;2;NaN;576;Ceylan et al. (2021);Experiment 2;Orientation;1;2
15;23;-15;161;-6;-6.64583333333333;2.50784067734276;2.50784067734276;167;2;2;0;2;NaN;576;Ceylan et al. (2021);Experiment 2;Orientation;1;2
15;23;66;111;10;9.35416666666667;1.9412263140548;1.9412263140548;101;2;2;0;2;NaN;576;Ceylan et al. (2021);Experiment 2;Orientation;1;2
15;23;-66;154;-13;-13.6458333333333;1.19965714016871;1.19965714016871;167;2;2;0;2;NaN;576;Ceylan et al. (2021);Experiment 2;Orientation;1;2
15;23;71;80;-16;-16.6458333333333;2.84108636880046;2.84108636880046;96;2;2;0;2;NaN;576;Ceylan et al. (2021);Experiment 2;Orientation;1;2
15;23;27;152;83;NaN;2.04119691226879;NaN;69;2;2;1;2;NaN;576;Ceylan et al. (2021);Experiment 2;Orientation;1;2
15;23;3;60;-6;NaN;1.95787937660862;NaN;66;2;2;1;2;NaN;576;Ceylan et al. (2021);Experiment 2;Orientation;1;2
15;23;60;13;7;6.35416666666667;2.49116195614261;2.49116195614261;6;2;2;0;2;NaN;576;Ceylan et al. (2021);Experiment 2;Orientation;1;2
15;23;15;165;-6;-6.64583333333333;2.05789495291538;2.05789495291538;171;2;2;0;2;NaN;576;Ceylan et al. (2021);Experiment 2;Orientation;1;2
15;23;15;156;0;-0.645833333333333;1.70789990352205;1.70789990352205;156;2;2;0;2;NaN;576;Ceylan et al. (2021);Experiment 2;Orientation;1;2
15;23;-24;7;7;6.35416666666667;2.36616422014049;2.36616422014049;0;2;2;0;2;NaN;576;Ceylan et al. (2021);Experiment 2;Orientation;1;2
15;23;45;142;7;6.35416666666667;2.94942772171635;2.94942772171635;135;2;2;0;2;NaN;576;Ceylan et al. (2021);Experiment 2;Orientation;1;2
15;23;84;47;-4;-4.64583333333333;3.00774317449759;3.00774317449759;51;2;2;0;2;NaN;576;Ceylan et al. (2021);Experiment 2;Orientation;1;2
15;23;-9;48;-12;-12.6458333333333;0.99969058696297;0.99969058696297;60;2;2;0;2;NaN;576;Ceylan et al. (2021);Experiment 2;Orientation;1;2
15;23;86;146;-8;-8.64583333333333;3.81598467001822;3.81598467001822;154;2;2;0;2;NaN;576;Ceylan et al. (2021);Experiment 2;Orientation;1;2
15;23;17;137;0;-0.645833333333333;2.46614266688266;2.46614266688266;137;2;2;0;2;NaN;576;Ceylan et al. (2021);Experiment 2;Orientation;1;2
15;23;78;51;-8;-8.64583333333333;1.36629402268227;1.36629402268227;59;2;2;0;2;NaN;576;Ceylan et al. (2021);Experiment 2;Orientation;1;2
15;23;49;16;6;5.35416666666667;2.69943979637537;2.69943979637537;10;2;2;0;2;NaN;576;Ceylan et al. (2021);Experiment 2;Orientation;1;2
15;23;43;149;2;1.35416666666667;2.22452187383897;2.22452187383897;147;2;2;0;2;NaN;576;Ceylan et al. (2021);Experiment 2;Orientation;1;2
15;23;38;113;4;3.35416666666667;2.15788245564909;2.15788245564909;109;2;2;0;2;NaN;576;Ceylan et al. (2021);Experiment 2;Orientation;1;2
15;23;2;23;-84;NaN;1.28299520273868;NaN;107;2;2;1;2;NaN;576;Ceylan et al. (2021);Experiment 2;Orientation;1;2
15;23;80;34;7;NaN;2.34117511751538;NaN;27;2;2;1;2;NaN;576;Ceylan et al. (2021);Experiment 2;Orientation;1;2
15;23;-58;76;-9;-9.64583333333333;1.63292444526087;1.63292444526087;85;2;2;0;2;NaN;576;Ceylan et al. (2021);Experiment 2;Orientation;1;2
15;23;-64;150;1;0.354166666666667;1.49963806221058;1.49963806221058;149;2;2;0;2;NaN;576;Ceylan et al. (2021);Experiment 2;Orientation;1;2
15;23;31;133;15;14.3541666666667;2.91608416517556;2.91608416517556;118;2;2;0;2;NaN;576;Ceylan et al. (2021);Experiment 2;Orientation;1;2
15;23;3;134;19;18.3541666666667;2.14122214830059;2.14122214830059;115;2;2;0;2;NaN;576;Ceylan et al. (2021);Experiment 2;Orientation;1;2
15;23;-55;159;-11;-11.6458333333333;1.59959417084247;1.59959417084247;170;2;2;0;2;NaN;576;Ceylan et al. (2021);Experiment 2;Orientation;1;2
15;23;1;168;-1;-1.64583333333333;1.65795188491393;1.65795188491393;169;2;2;0;2;NaN;576;Ceylan et al. (2021);Experiment 2;Orientation;1;2
15;23;-22;16;5;4.35416666666667;1.60794258742681;1.60794258742681;11;2;2;0;2;NaN;576;Ceylan et al. (2021);Experiment 2;Orientation;1;2
15;23;43;147;-1;-1.64583333333333;1.93287457693441;1.93287457693441;148;2;2;0;2;NaN;576;Ceylan et al. (2021);Experiment 2;Orientation;1;2
15;23;-37;12;7;6.35416666666667;1.44963842445213;1.44963842445213;5;2;2;0;2;NaN;576;Ceylan et al. (2021);Experiment 2;Orientation;1;2
15;23;-70;56;-19;-19.6458333333333;1.37465994752347;1.37465994752347;75;2;2;0;2;NaN;576;Ceylan et al. (2021);Experiment 2;Orientation;1;2
15;23;61;20;6;5.35416666666667;1.62458297159537;1.62458297159537;14;2;2;0;2;NaN;576;Ceylan et al. (2021);Experiment 2;Orientation;1;2
15;23;-56;61;-9;-9.64583333333333;0.791389201152924;0.791389201152924;70;2;2;0;2;NaN;576;Ceylan et al. (2021);Experiment 2;Orientation;1;2
15;23;-63;139;6;5.35416666666667;2.54946231560461;2.54946231560461;133;2;2;0;2;NaN;576;Ceylan et al. (2021);Experiment 2;Orientation;1;2
15;23;53;61;-19;-19.6458333333333;1.58297129491984;1.58297129491984;80;2;2;0;2;NaN;576;Ceylan et al. (2021);Experiment 2;Orientation;1;2
15;23;42;42;4;3.35416666666667;2.14123180802198;2.14123180802198;38;2;2;0;2;NaN;576;Ceylan et al. (2021);Experiment 2;Orientation;1;2
15;23;-13;53;2;1.35416666666667;2.01622109176606;2.01622109176606;51;2;2;0;2;NaN;576;Ceylan et al. (2021);Experiment 2;Orientation;1;2
15;23;56;165;-10;-10.6458333333333;2.19116322397895;2.19116322397895;175;2;2;0;2;NaN;576;Ceylan et al. (2021);Experiment 2;Orientation;1;2
15;23;14;155;-6;-6.64583333333333;2.18284922016028;2.18284922016028;161;2;2;0;2;NaN;576;Ceylan et al. (2021);Experiment 2;Orientation;1;2
15;23;-12;158;-15;-15.6458333333333;0.666414708863158;0.666414708863158;173;2;2;0;2;NaN;576;Ceylan et al. (2021);Experiment 2;Orientation;1;2
15;23;44;140;11;10.3541666666667;1.04967513140218;1.04967513140218;129;2;2;0;2;NaN;576;Ceylan et al. (2021);Experiment 2;Orientation;1;2
15;23;-54;3;0;-0.645833333333333;1.30797072137648;1.30797072137648;3;2;2;0;2;NaN;576;Ceylan et al. (2021);Experiment 2;Orientation;1;2
15;23;8;169;-6;-6.64583333333333;1.84139185757886;1.84139185757886;175;2;2;0;2;NaN;576;Ceylan et al. (2021);Experiment 2;Orientation;1;2
15;23;39;144;8;7.35416666666667;2.29117064989259;2.29117064989259;136;2;2;0;2;NaN;576;Ceylan et al. (2021);Experiment 2;Orientation;1;2
15;23;-51;16;9;8.35416666666667;1.4413075161101;1.4413075161101;7;2;2;0;2;NaN;576;Ceylan et al. (2021);Experiment 2;Orientation;1;2
