delta;theta;resp;error;rt;obs;block;cond;study;experiment;stimulus;expnum
30;101;107;6;3.03811073303223;2;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
-37;6;175;-11;6.96790552139282;2;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
-1;152;154.5;2.5;2.53815627098083;2;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
-21;131;139;8.00000000000001;2.92813348770142;2;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
15;163;169;5.99999999999998;3.70811367034912;2;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
16;121;118;-2.99999999999999;4.22798871994019;2;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
-54;19;19;-0;1.848064661026;2;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
23;132;145;13;2.85805153846741;2;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
80;111;116.5;5.5;2.65806245803833;2;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
65;167;173;6.00000000000001;3.09803557395935;2;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
10;160;151.5;-8.5;4.72782468795776;2;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
-29;176;171;-4.99999999999999;2.67796969413757;2;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
17;18;21.5;3.5;3.32810997962952;2;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
10;132;137;4.99999999999999;2.70809459686279;2;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
50;22;41;19;3.55798268318176;2;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
-35;177;162.5;-14.5;2.27817034721375;2;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
22;94;94.5;0.499999999999994;3.43810772895813;2;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
-16;135;127;-7.99999999999999;2.26811242103577;2;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
-6;37;38;1;2.7179856300354;2;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
-57;32;29;-3;6.347900390625;2;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
40;42;46.5;4.5;4.1680953502655;2;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
67;43;50;7;2.03866362571716;2;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
41;113;126.5;13.5;1.53844404220581;2;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
65;1;5.5;4.5;2.45878553390503;2;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
6;57;55;-2;3.72809362411499;2;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
-78;47;31.5;-15.5;6.80784678459167;2;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
13;179;179.5;0.499999999999994;4.38809990882874;2;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
-62;13;11.5;-1.5;7.36776208877563;2;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
77;13;19.5;6.5;3.76791524887085;2;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
9;66;63.5;-2.49999999999999;2.32781934738159;2;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
-7;28;24;-4;3.09775495529175;2;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
-64;56;33.5;-22.5;2.78809952735901;2;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
70;28;42.5;14.5;2.84807872772217;2;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
8;129;121;-7.99999999999999;4.08810424804688;2;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
-58;114;93.5;-20.5;2.17804479598999;2;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
-39;48;32;-16;3.49794673919678;2;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
-81;97;95;-1.99999999999999;3.58803462982178;2;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
76;47;51;4;3.5380961894989;2;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
-34;178;176.5;-1.49999999999998;2.20813655853271;2;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
22;49;59.5;10.5;3.19814491271973;2;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
-77;102;95;-7;7.62779593467712;2;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
-78;12;17;5;2.0181245803833;2;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
75;48;44;-4;3.09808135032654;2;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
31;33;27.5;-5.5;3.35784149169922;2;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
-24;78;67;-11;2.04816365242004;2;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
1;170;170;0;2.27783250808716;2;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
41;94;95;1;1.85807538032532;2;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
-47;32;19.5;-12.5;1.99815773963928;2;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
-38;148;145;-2.99999999999999;3.21789145469666;2;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
55;167;167.5;0.500000000000021;1.98811531066895;2;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
-80;136;132.5;-3.50000000000001;1.95833659172058;2;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
2;76;70;-6.00000000000001;2.87801647186279;2;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
70;97;79.5;-17.5;4.37816882133484;2;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
-50;55;40.5;-14.5;2.93793845176697;2;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
-77;101;109.5;8.50000000000001;2.27797245979309;2;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
-3;13;13;-0;2.4180543422699;2;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
59;85;84.5;-0.500000000000006;5.64802551269531;2;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
70;129;152;23;2.45814061164856;2;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
-57;85;81.5;-3.5;3.43813633918762;2;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
-80;163;157;-6.00000000000001;2.62802171707153;2;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
86;171;172.5;1.50000000000001;2.87813472747803;2;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
8;77;85;8;3.4981164932251;2;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
-55;28;19.5;-8.5;3.53793239593506;2;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
-34;95;80;-15;4.04787755012512;2;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
16;102;101;-1;3.42815685272217;2;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
57;26;36;10;2.82783246040344;2;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
9;3;8;5;4.54810214042664;2;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
-4;132;135;3;3.40795636177063;2;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
5;146;142;-4;1.47804975509644;2;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
-57;143;124.5;-18.5;2.67813277244568;2;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
-82;150;152.5;2.5;2.62815141677856;2;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
81;116;125.5;9.5;2.29797768592834;2;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
-55;142;135.5;-6.5;3.0481264591217;2;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
-51;177;173;-4.00000000000001;1.9081826210022;2;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
66;175;174.5;-0.499999999999994;3.31813836097717;2;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
25;18;16.5;-1.5;4.05797028541565;2;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
14;119;121.5;2.5;2.82797789573669;2;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
-66;45;33.5;-11.5;3.32813858985901;2;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
-40;176;170.5;-5.49999999999999;2.82814788818359;2;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
76;170;168;-2;2.85813879966736;2;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
9;121;119;-2;3.6479606628418;2;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
64;1;7.5;6.5;2.3280885219574;2;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
8;173;174.5;1.50000000000001;2.52780365943909;2;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
-13;87;85;-1.99999999999999;5.39790177345276;2;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
77;52;59;7;4.08808922767639;2;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
20;61;67;6.00000000000001;4.95804452896118;2;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
24;21;19;-2;2.26845955848694;2;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
-27;98;87;-11;11.3278727531433;2;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
-6;96;89.5;-6.5;5.39772963523865;2;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
-4;65;72;7;2.47822833061218;2;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
-55;154;143.5;-10.5;2.27796268463135;2;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
-69;129;131.5;2.50000000000002;3.52813959121704;2;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
-74;28;14;-14;3.95805644989014;2;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
-2;117;119;2;1.86688089370728;3;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
-4;161;141;-20;2.56650996208191;3;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
-39;55;73.5;18.5;1.87476587295532;3;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
88;106;32.5;-73.5;2.49141669273376;3;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
63;68;77;9;2.61644506454468;3;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
-86;129;132;3.00000000000001;1.77458024024963;3;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
-48;10;166;-24;3.13297080993652;3;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
12;41;32;-9;1.42488670349121;3;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
-29;90;92;2;2.66647529602051;3;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
-55;144;134.5;-9.49999999999999;1.7746798992157;3;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
79;169;157;-12;1.66634917259216;3;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
15;136;133.5;-2.50000000000002;1.94124960899353;3;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
65;54;46.5;-7.5;2.66635918617249;3;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
-84;64;180;-64;1.97472190856934;3;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
50;49;66;17;1.79117822647095;3;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
1;111;111.5;0.499999999999996;3.20806193351746;3;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
-4;62;65.5;3.5;1.82486867904663;3;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
32;23;28.5;5.5;2.09991407394409;3;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
49;16;27;11;1.54987812042236;3;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
11;172;143.5;-28.5;1.57453179359436;3;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
36;36;5.5;-30.5;2.40784502029419;3;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
-24;58;178;-60;1.19975900650024;3;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
-55;114;44;-70;1.1998827457428;3;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
-10;47;55.5;8.5;1.46660232543945;3;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
-14;58;43;-15;1.56650710105896;3;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
18;126;122;-4;2.05051612854004;3;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
46;90;97.5;7.5;1.55795502662659;3;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
-26;123;119;-4;1.64985060691833;3;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
61;45;31.5;-13.5;1.93312811851501;3;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
7;26;28.5;2.5;1.8579568862915;3;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
10;69;73;4;2.04984021186829;3;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
75;4;23;19;1.69970393180847;3;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
83;14;20;6;1.63304209709167;3;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
23;94;93.5;-0.500000000000007;2.12468886375427;3;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
90;145;156;11;2.39150786399841;3;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
-9;33;39;6;1.19155812263489;3;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
-35;173;165;-8.00000000000001;1.55794048309326;3;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
43;110;137.5;27.5;1.52453589439392;3;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
18;6;174;-12;3.19142985343933;3;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
-2;46;50.5;4.5;1.65802788734436;3;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
54;19;24.5;5.5;2.39155197143555;3;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
-42;44;45;0.999999999999999;1.99957752227783;3;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
-66;139;148;9;2.21639823913574;3;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
83;104;68;-36;1.99957895278931;3;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
-44;144;135.5;-8.5;1.59953594207764;3;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
81;123;147;24;1.77487254142761;3;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
-84;106;120.5;14.5;1.65801572799683;3;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
81;43;47;4;1.18289279937744;3;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
39;90;89;-1;1.7331600189209;3;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
14;27;39.5;12.5;1.67471528053284;3;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
-71;173;150;-23;1.58319091796875;3;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
0;53;55;2;2.14985179901123;3;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
69;89;89;-0;1.8998498916626;3;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
-27;170;161;-9;1.90788602828979;3;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
20;3;15;12;1.74989151954651;3;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
-7;68;73;4.99999999999999;2.52478289604187;3;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
-77;82;74.5;-7.50000000000001;1.37489008903503;3;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
-79;139;127;-12;1.22473621368408;3;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
-81;160;142.5;-17.5;1.93319487571716;3;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
66;116;164.5;48.5;1.46142792701721;3;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
46;70;56.5;-13.5;1.59204936027527;3;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
52;10;20;10;1.56645631790161;3;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
88;56;44;-12;1.18315720558167;3;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
-35;80;95;15;1.39078974723816;3;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
-47;109;105.5;-3.5;3.04142498970032;3;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
-54;46;49;3;1.92478704452515;3;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
58;153;135.5;-17.5;2.30808591842651;3;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
89;45;40;-5;1.44150900840759;3;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
-70;43;34;-9;2.12488198280334;3;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
-4;143;128.5;-14.5;1.89990091323853;3;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
-52;114;114;-0;5.66648411750793;3;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
-53;98;68;-30;2.11635899543762;3;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
-8;8;15.5;7.5;1.70818996429443;3;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
-6;92;81.5;-10.5;2.46618938446045;3;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
-53;61;64.5;3.5;2.05784702301025;3;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
-73;169;25.5;36.5;2.38322925567627;3;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
-9;75;67.5;-7.50000000000001;2.51649451255798;3;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
-61;56;48;-8;2.01657223701477;3;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
-52;66;67;1;2.324786901474;3;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
18;142;152;10;2.39956021308899;3;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
-32;28;28.5;0.500000000000002;1.40796399116516;3;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
-6;8;17;9;2.16637110710144;3;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
5;34;53.5;19.5;2.23307514190674;3;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
6;0;177.5;-2.50000000000001;1.52456283569336;3;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
-36;65;60.5;-4.5;1.94124436378479;3;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
43;168;150.5;-17.5;2.32477307319641;3;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
-74;9;22;13;1.68306684494019;3;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
86;6;72.5;66.5;2.37003016471863;3;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
66;76;60;-16;1.44137501716614;3;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
-49;155;154;-0.99999999999999;1.40853881835938;3;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
-62;98;101;3.00000000000001;1.40815424919128;3;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
24;28;23.5;-4.5;1.3333101272583;3;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
13;155;147.5;-7.49999999999999;1.73310112953186;3;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
72;117;129.5;12.5;1.49154710769653;3;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
-17;89;139.5;50.5;1.48322010040283;3;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
53;175;16.5;21.5;1.47489309310913;3;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
34;59;61.5;2.5;2.06620216369629;3;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
-10;19;24;5;1.43317294120789;3;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
36;158;159.5;1.50000000000001;1.77484798431396;3;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
48;105;105;-0;1.53296518325806;3;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
-49;166;126;-40;1.63317131996155;3;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
67;106;107;1;1.92488408088684;3;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
-9;104;116.5;12.5;2.79984092712402;3;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
-34;97;51;-46;1.99975299835205;3;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
-46;33;34;1.00000000000001;1.84121966362;3;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
-33;6;5;-1;1.65808820724487;3;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
-43;35;45;10;1.89139699935913;3;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
-61;41;30.5;-10.5;1.28302788734436;3;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
-26;1;8;7;1.28285479545593;3;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
-35;172;156.5;-15.5;1.38305592536926;3;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
8;78;54;-24;1.79968690872192;3;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
-34;55;55;-0;2.19143676757812;3;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
-65;87;111.5;24.5;1.75812935829163;3;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
-64;115;118;3.00000000000002;1.46655702590942;3;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
27;109;110;1;1.61632061004639;3;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
-89;177;77;80;1.55821800231934;3;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
-18;114;98.5;-15.5;2.6745183467865;3;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
25;160;155;-5;1.66623592376709;3;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
-22;47;51;4;2.07460594177246;3;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
-52;105;92.5;-12.5;1.65006160736084;3;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
57;142;153.5;11.5;1.39979124069214;3;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
-4;38;38;-0;2.17486310005188;3;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
-88;130;140.5;10.5;1.38312888145447;3;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
23;37;38;1;1.69983696937561;3;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
-26;38;34;-4;1.65806412696838;3;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
-23;28;35.5;7.5;1.90786123275757;3;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
74;174;140.5;-33.5;1.84119391441345;3;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
33;55;60;4.99999999999999;1.6330509185791;3;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
28;101;100;-1;2.61647486686707;3;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
-80;166;165;-1.00000000000001;1.20812511444092;3;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
-68;60;41;-19;1.54145789146423;3;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
79;40;56.5;16.5;2.03321409225464;3;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
-56;40;41;1;1.14977717399597;3;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
-36;149;140.5;-8.49999999999998;1.32477617263794;3;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
-89;6;29;23;1.49153256416321;3;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
55;102;105;3.00000000000001;2.39984607696533;3;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
80;124;134;10;2.03306293487549;3;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
-82;32;49.5;17.5;1.19121646881104;3;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
-57;80;39;-41;2.53306293487549;3;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
12;89;85;-3.99999999999999;1.37476825714111;3;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
1;52;57.5;5.49999999999999;1.79124402999878;3;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
18;116;109.5;-6.5;1.93320941925049;3;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
28;48;58;10;1.58319640159607;3;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
-45;107;122;15;1.68313097953796;3;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
