delta;theta;resp;error;rt;obs;block;cond;study;experiment;stimulus;expnum
-33;75;73;-2;3.12615346908569;32;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
84;46;62;16;2.4259204864502;32;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
39;21;26.5;5.5;1.81717753410339;32;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
-14;167;165;-2;1.8006317615509;32;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
-4;25;10.5;-14.5;2.22592043876648;32;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
37;131;138;7;1.64250254631042;32;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
58;14;13;-1;1.27564191818237;32;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
52;157;162.5;5.49999999999999;1.45898818969727;32;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
-41;158;165;7;1.85077381134033;32;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
-38;141;133;-8.00000000000001;1.80088043212891;32;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
-24;20;11.5;-8.5;1.27545785903931;32;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
-11;112;109;-3;1.65919303894043;32;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
-24;9;8.5;-0.499999999999999;2.30994033813477;32;6;1;Abreo et al. (2023);Experiment 1;Orientation;1
-20;81;72;-9;2.05921244621277;32;6;1;Abreo et al. (2023);Experiment 1;Orientation;1
-18;173;161.5;-11.5;2.11759614944458;32;6;1;Abreo et al. (2023);Experiment 1;Orientation;1
-83;0;175.5;-4.49999999999999;1.72585463523865;32;6;1;Abreo et al. (2023);Experiment 1;Orientation;1
-75;169;164;-4.99999999999999;5.45948815345764;32;6;1;Abreo et al. (2023);Experiment 1;Orientation;1
86;127;124.5;-2.50000000000002;2.57594585418701;32;6;1;Abreo et al. (2023);Experiment 1;Orientation;1
-32;28;18;-10;2.74233222007751;32;6;1;Abreo et al. (2023);Experiment 1;Orientation;1
56;151;162;11;1.54248857498169;32;6;1;Abreo et al. (2023);Experiment 1;Orientation;1
22;62;71.5;9.50000000000001;1.99257349967957;32;6;1;Abreo et al. (2023);Experiment 1;Orientation;1
16;126;115.5;-10.5;1.97571706771851;32;6;1;Abreo et al. (2023);Experiment 1;Orientation;1
-8;121;129;7.99999999999999;2.31757998466492;32;6;1;Abreo et al. (2023);Experiment 1;Orientation;1
10;46;52.5;6.5;1.72588062286377;32;6;1;Abreo et al. (2023);Experiment 1;Orientation;1
87;6;10;4;1.70896363258362;32;6;1;Abreo et al. (2023);Experiment 1;Orientation;1
-32;15;11.5;-3.5;1.70915937423706;32;6;1;Abreo et al. (2023);Experiment 1;Orientation;1
19;16;16;-0;1.85908102989197;32;6;1;Abreo et al. (2023);Experiment 1;Orientation;1
37;98;100.5;2.50000000000001;2.26760840415955;32;6;1;Abreo et al. (2023);Experiment 1;Orientation;1
1;66;60;-6.00000000000001;2.29257655143738;32;6;1;Abreo et al. (2023);Experiment 1;Orientation;1
32;120;118.5;-1.49999999999999;10.7272861003876;32;6;1;Abreo et al. (2023);Experiment 1;Orientation;1
66;171;168.5;-2.5;1.95046138763428;32;6;1;Abreo et al. (2023);Experiment 1;Orientation;1
29;79;69.5;-9.5;1.55067873001099;32;6;1;Abreo et al. (2023);Experiment 1;Orientation;1
-57;57;63;6;1.93408107757568;32;6;1;Abreo et al. (2023);Experiment 1;Orientation;1
-46;80;78.5;-1.5;1.55087423324585;32;6;1;Abreo et al. (2023);Experiment 1;Orientation;1
20;111;104;-7;3.2677481174469;32;6;1;Abreo et al. (2023);Experiment 1;Orientation;1
-0;27;164;-43;2.85344099998474;33;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
-52;25;33.5;8.49999999999999;2.88333034515381;33;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
-63;59;51.5;-7.50000000000001;5.41716742515564;33;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
15;118;112;-6.00000000000001;3.81620240211487;33;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
82;113;119;5.99999999999999;6.54972887039185;33;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
69;88;87;-1;2.24136638641357;33;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
38;81;108.5;27.5;2.63320636749268;33;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
-42;161;117;-44;2.9330620765686;33;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
45;61;75;14;7.2911491394043;33;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
-22;81;174.5;-86.5;1.7248272895813;33;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
70;8;163.5;-24.5;2.89150023460388;33;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
67;161;148.5;-12.5;2.29983305931091;33;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
-38;149;167;18;2.01647448539734;33;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
81;175;172.5;-2.5;1.81649422645569;33;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
-50;139;123;-16;2.80813241004944;33;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
14;166;145;-21;2.22458648681641;33;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
-76;90;90;-0;3.75782251358032;33;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
63;0;0.5;0.5;2.47477626800537;33;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
55;45;107;62;2.12480425834656;33;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
42;174;171;-2.99999999999999;2.8914783000946;33;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
-44;82;109.5;27.5;1.74983429908752;33;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
16;166;164.5;-1.50000000000001;1.76654624938965;33;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
-31;7;151;-36;2.13310575485229;33;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
47;11;37;26;2.67483949661255;33;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
66;56;52.5;-3.5;3.14955902099609;33;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
-37;111;127.5;16.5;1.80789947509766;33;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
-9;3;5.5;2.5;1.30811738967896;33;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
56;149;158;9;2.4830801486969;33;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
-76;113;131;18;1.67484927177429;33;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
1;87;70;-17;10.4496524333954;33;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
-28;133;143;10;1.5329692363739;33;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
-41;134;130.5;-3.50000000000001;1.82557320594788;2;33;1;Abreo et al. (2023);Experiment 1;Orientation;1
-34;71;52.5;-18.5;2.01641607284546;2;33;1;Abreo et al. (2023);Experiment 1;Orientation;1
68;171;156;-15;1.83308410644531;2;33;1;Abreo et al. (2023);Experiment 1;Orientation;1
-37;80;67.5;-12.5;3.24983501434326;2;33;1;Abreo et al. (2023);Experiment 1;Orientation;1
24;80;60.5;-19.5;2.49133777618408;2;33;1;Abreo et al. (2023);Experiment 1;Orientation;1
16;33;37.5;4.5;1.95821833610535;2;33;1;Abreo et al. (2023);Experiment 1;Orientation;1
17;20;24.5;4.5;1.37479281425476;2;33;1;Abreo et al. (2023);Experiment 1;Orientation;1
2;118;124.5;6.49999999999998;1.4081768989563;2;33;1;Abreo et al. (2023);Experiment 1;Orientation;1
-57;31;36;5;2.54149889945984;2;33;1;Abreo et al. (2023);Experiment 1;Orientation;1
-7;6;15;9;1.94116592407227;2;33;1;Abreo et al. (2023);Experiment 1;Orientation;1
-53;178;166;-12;1.62483286857605;2;33;1;Abreo et al. (2023);Experiment 1;Orientation;1
24;67;69;1.99999999999999;3.83295369148254;2;33;1;Abreo et al. (2023);Experiment 1;Orientation;1
-72;120;112.5;-7.49999999999999;2.34978914260864;2;33;1;Abreo et al. (2023);Experiment 1;Orientation;1
77;159;142.5;-16.5;3.52457451820374;2;33;1;Abreo et al. (2023);Experiment 1;Orientation;1
71;50;106.5;56.5;2.85788178443909;2;33;1;Abreo et al. (2023);Experiment 1;Orientation;1
58;167;164;-2.99999999999999;3.28299236297607;2;33;1;Abreo et al. (2023);Experiment 1;Orientation;1
51;21;31.5;10.5;6.95814847946167;2;33;1;Abreo et al. (2023);Experiment 1;Orientation;1
-22;151;147;-4;1.41639280319214;2;33;1;Abreo et al. (2023);Experiment 1;Orientation;1
58;88;108.5;20.5;3.50784635543823;2;33;1;Abreo et al. (2023);Experiment 1;Orientation;1
83;138;139.5;1.5;2.11647701263428;2;33;1;Abreo et al. (2023);Experiment 1;Orientation;1
-19;96;105.5;9.49999999999999;1.60784006118774;2;33;1;Abreo et al. (2023);Experiment 1;Orientation;1
19;109;101;-8;1.72468638420105;2;33;1;Abreo et al. (2023);Experiment 1;Orientation;1
9;95;100.5;5.5;1.91621804237366;2;33;1;Abreo et al. (2023);Experiment 1;Orientation;1
86;154;146;-8.00000000000001;2.90799450874329;2;33;1;Abreo et al. (2023);Experiment 1;Orientation;1
30;6;18.5;12.5;2.03283929824829;2;33;1;Abreo et al. (2023);Experiment 1;Orientation;1
-42;3;152.5;-30.5;2.04151248931885;2;33;1;Abreo et al. (2023);Experiment 1;Orientation;1
70;146;129;-17;2.43314456939697;2;33;1;Abreo et al. (2023);Experiment 1;Orientation;1
49;40;50.5;10.5;2.25791144371033;2;33;1;Abreo et al. (2023);Experiment 1;Orientation;1
-72;120;128.5;8.5;1.63286733627319;2;33;1;Abreo et al. (2023);Experiment 1;Orientation;1
-20;112;131;19;1.50784206390381;2;33;1;Abreo et al. (2023);Experiment 1;Orientation;1
32;77;56.5;-20.5;3.14965653419495;2;33;1;Abreo et al. (2023);Experiment 1;Orientation;1
61;46;65;19;2.58301830291748;2;33;1;Abreo et al. (2023);Experiment 1;Orientation;1
-89;88;67.5;-20.5;1.88297486305237;33;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
90;51;58;7.00000000000001;1.96631121635437;33;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
-65;80;82.5;2.5;2.09116888046265;33;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
-50;40;47.5;7.5;1.58320617675781;33;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
-57;132;119;-13;2.04987645149231;33;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
-63;150;119;-31;2.09131622314453;33;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
62;71;99.5;28.5;2.44149422645569;33;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
20;108;108;-0;1.8080370426178;33;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
-82;73;74;1;2.35804724693298;33;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
41;82;103.5;21.5;1.70784330368042;33;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
-58;155;139;-16;1.62463617324829;33;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
15;172;151;-21;1.64966154098511;33;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
-87;128;134.5;6.5;1.79138851165771;33;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
6;133;127.5;-5.49999999999999;2.29157495498657;33;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
57;20;46;26;2.05817008018494;33;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
6;69;57;-12;2.97487711906433;33;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
-77;135;129;-6.00000000000001;2.51638913154602;33;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
-39;66;65;-1;2.00779604911804;33;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
80;106;121;15;1.91638135910034;33;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
81;59;50;-9;2.05787062644958;33;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
24;29;31.5;2.49999999999999;2.34948396682739;33;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
-79;125;168;43;2.58317708969116;33;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
58;129;125;-3.99999999999998;3.08316135406494;33;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
87;127;126;-1.00000000000001;2.29948139190674;33;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
80;86;96;10;2.74138116836548;33;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
-68;49;53;4;1.82452249526978;33;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
-11;14;35.5;21.5;1.76650834083557;33;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
28;170;145.5;-24.5;1.43309140205383;4;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
18;177;167.5;-9.49999999999999;1.97464513778687;4;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
11;99;108;9;1.54963421821594;4;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
-6;133;149.5;16.5;1.74984121322632;4;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
-20;10;21.5;11.5;2.78279232978821;4;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
-26;6;23;17;2.6161789894104;4;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
-32;63;66;3.00000000000001;2.08307266235352;4;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
-28;21;26.5;5.5;2.46635890007019;4;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
67;107;117.5;10.5;1.59138989448547;4;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
-51;157;122.5;-34.5;1.68307018280029;4;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
-44;14;11.5;-2.5;1.80816125869751;4;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
-33;88;115.5;27.5;2.80817937850952;4;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
3;118;140.5;22.5;3.45805096626282;4;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
55;80;61.5;-18.5;5.74966621398926;4;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
18;64;67;3;3.18316102027893;4;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
19;179;171;-8.00000000000001;2.4830322265625;4;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
-56;44;33.5;-10.5;2.69144058227539;4;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
-2;71;46.5;-24.5;2.85797142982483;4;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
-17;21;25;4;2.78310489654541;4;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
-59;133;128;-4.99999999999999;2.22484922409058;4;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
-89;120;122.5;2.50000000000003;1.52443218231201;4;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
-83;70;119;49;3.91618990898132;4;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
-78;18;29;11;2.39966106414795;4;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
-9;27;17;-10;1.81631803512573;4;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
4;6;6;-0;1.99953365325928;4;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
-33;104;117;13;2.5331244468689;4;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
-30;126;115;-11;2.54141354560852;4;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
-50;164;143;-21;1.79965448379517;4;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
23;118;120.5;2.5;11.1410970687866;4;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
-76;124;154.5;30.5;2.25799894332886;4;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
-12;115;140.5;25.5;1.63310694694519;4;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
40;132;147;15;1.59136319160461;4;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
3;174;148.5;-25.5;2.08281707763672;4;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
6;150;141.5;-8.50000000000001;2.01649498939514;4;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
25;144;158;14;3.49136853218079;4;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
39;25;29.5;4.5;2.21615791320801;4;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
-34;92;76;-16;3.79976844787598;4;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
-87;27;44;17;5.01616787910461;4;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
81;132;136.5;4.5;1.79963040351868;4;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
80;24;37.5;13.5;2.26637172698975;4;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
60;173;150.5;-22.5;1.84953427314758;4;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
69;129;152;23;1.79957962036133;4;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
-6;91;69;-22;2.36650133132935;33;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
-80;3;159.5;-23.5;2.08315825462341;33;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
-10;70;59;-11;1.64951324462891;33;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
8;143;122;-21;1.92473530769348;33;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
83;23;42.5;19.5;12.7163000106812;33;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
53;87;74.5;-12.5;2.89127135276794;33;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
-68;40;57;17;13.9411344528198;33;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
49;55;59;4;2.55813598632812;33;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
-55;171;152.5;-18.5;1.6244695186615;33;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
36;98;110.5;12.5;2.14125537872314;33;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
-9;98;97;-1;5.17454600334167;33;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
-74;67;44.5;-22.5;2.50783228874207;33;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
47;141;147.5;6.5;2.03287291526794;33;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
-31;135;148;13;1.73292899131775;33;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
0;72;58.5;-13.5;2.00821614265442;33;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
24;65;76.5;11.5;2.36620831489563;33;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
-12;68;67;-1;1.74145746231079;33;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
-5;44;51.5;7.50000000000001;2.44983768463135;33;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
24;91;114;23;9.87443494796753;33;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
-5;22;37.5;15.5;2.07468414306641;33;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
-28;129;162;33;7.81619453430176;33;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
-55;156;139.5;-16.5;1.45787239074707;33;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
-37;122;123;1.00000000000001;2.14973831176758;33;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
45;5;24;19;1.79153251647949;33;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
49;75;60.5;-14.5;2.14150953292847;33;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
3;36;45;9;1.78314137458801;33;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
-62;62;159.5;-82.5;6.12481021881104;33;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
-8;62;18;-44;5.36649441719055;33;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
-42;74;48;-26;2.94140529632568;33;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
77;171;163;-7.99999999999999;1.55815720558167;33;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
-87;101;121.5;20.5;2.59983015060425;33;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
69;137;132.5;-4.49999999999999;27.5579121112823;33;6;1;Abreo et al. (2023);Experiment 1;Orientation;1
9;87;112.5;25.5;2.6581437587738;33;6;1;Abreo et al. (2023);Experiment 1;Orientation;1
-62;87;51.5;-35.5;13.4910771846771;33;6;1;Abreo et al. (2023);Experiment 1;Orientation;1
73;175;159.5;-15.5;1.96632933616638;33;6;1;Abreo et al. (2023);Experiment 1;Orientation;1
-60;74;54;-20;1.7161922454834;33;6;1;Abreo et al. (2023);Experiment 1;Orientation;1
-40;150;153;2.99999999999999;2.01611566543579;33;6;1;Abreo et al. (2023);Experiment 1;Orientation;1
44;85;112.5;27.5;6.94967198371887;33;6;1;Abreo et al. (2023);Experiment 1;Orientation;1
79;102;135.5;33.5;19.1827070713043;33;6;1;Abreo et al. (2023);Experiment 1;Orientation;1
52;61;53;-8;4.44134521484375;33;6;1;Abreo et al. (2023);Experiment 1;Orientation;1
-71;22;41.5;19.5;1.98298311233521;33;6;1;Abreo et al. (2023);Experiment 1;Orientation;1
79;177;102.5;-74.5;5.44976234436035;33;6;1;Abreo et al. (2023);Experiment 1;Orientation;1
28;36;33.5;-2.50000000000001;3.25814747810364;33;6;1;Abreo et al. (2023);Experiment 1;Orientation;1
-11;0;168.5;-11.5;2.18299961090088;33;6;1;Abreo et al. (2023);Experiment 1;Orientation;1
-68;140;140;0;1.958163022995;33;6;1;Abreo et al. (2023);Experiment 1;Orientation;1
44;0;14.5;14.5;2.39963722229004;33;6;1;Abreo et al. (2023);Experiment 1;Orientation;1
-2;90;107;17;2.10783338546753;33;6;1;Abreo et al. (2023);Experiment 1;Orientation;1
80;1;50.5;49.5;3.6163923740387;33;6;1;Abreo et al. (2023);Experiment 1;Orientation;1
38;160;132;-28;1.54132795333862;33;6;1;Abreo et al. (2023);Experiment 1;Orientation;1
34;43;51;8;2.64129853248596;33;6;1;Abreo et al. (2023);Experiment 1;Orientation;1
13;13;29.5;16.5;2.05798816680908;33;6;1;Abreo et al. (2023);Experiment 1;Orientation;1
-13;126;131.5;5.50000000000002;1.4165575504303;33;6;1;Abreo et al. (2023);Experiment 1;Orientation;1
-38;154;144;-10;1.57476019859314;33;6;1;Abreo et al. (2023);Experiment 1;Orientation;1
31;105;121.5;16.5;2.5331916809082;33;6;1;Abreo et al. (2023);Experiment 1;Orientation;1
-88;165;137;-28;3.02474498748779;33;6;1;Abreo et al. (2023);Experiment 1;Orientation;1
-13;28;137.5;-70.5;2.59118008613586;33;6;1;Abreo et al. (2023);Experiment 1;Orientation;1
-86;66;172.5;-73.5;2.68300914764404;33;6;1;Abreo et al. (2023);Experiment 1;Orientation;1
-37;72;46.5;-25.5;1.99981808662415;33;6;1;Abreo et al. (2023);Experiment 1;Orientation;1
69;76;136.5;60.5;2.84959030151367;33;6;1;Abreo et al. (2023);Experiment 1;Orientation;1
-1;161;152;-9;1.5676600933075;34;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
8;18;176;-22;2.01823139190674;34;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
71;76;70.5;-5.5;2.90097165107727;34;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
65;125;126.5;1.49999999999998;1.92594575881958;34;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
62;21;32;11;1.81752276420593;34;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
55;171;151.5;-19.5;2.93412280082703;34;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
79;13;29;16;1.52586221694946;34;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
