obs;theta;resp;error;rt;block;delta;trial;cond;study;experiment;stimulus;expnum
11;63;45.5078125;-17.4921875;9;5;-41;1001;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;20;12.6171875;-7.3828125;9;5;43;1002;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;154;157.8046875;3.8046875;9;5;46;1003;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;122;40.3984375;-81.6015625;9;5;32;1004;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;53;37.7734375;-15.2265625;9;5;69;1005;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;25;25.2265625;0.2265625;9;5;28;1006;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;163;177.046875;14.046875;9;5;42;1007;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;141;170;29;9;5;22;1008;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;42;3.59375;-38.40625;9;5;-81;1009;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;175;35.375;40.375;9;5;47;1010;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;119;137.40625;18.40625;9;5;56;1011;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;95;121.8359375;26.8359375;9;5;24;1012;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;14;15.59375;1.59375;9;5;81;1013;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;87;96.5625;9.5625;9;5;-73;1014;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;105;71.2734375;-33.7265625;9;5;-18;1015;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;89;85.8046875;-3.1953125;9;5;16;1016;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;59;59.609375;0.609375;9;5;30;1017;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;104;98.4140625;-5.5859375;9;5;-45;1018;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;59;56.0234375;-2.9765625;9;5;45;1019;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;121;114.9453125;-6.0546875;9;5;-62;1020;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;91;76.203125;-14.796875;9;5;30;1021;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;62;119.6875;57.6875;9;5;29;1022;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;52;37.5390625;-14.4609375;9;5;10;1023;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;147;140.7109375;-6.2890625;9;5;85;1024;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;98;112.8125;14.8125;9;5;49;1025;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;42;125.296875;83.296875;9;5;56;1026;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;94;102.203125;8.203125;9;5;-52;1027;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;37;72.203125;35.203125;9;5;57;1028;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;23;18.53125;-4.46875;9;5;14;1029;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;139;172.6953125;33.6953125;9;5;64;1030;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;28;15.8203125;-12.1796875;9;5;-69;1031;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;179;3.4921875;4.4921875;9;5;29;1032;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;43;25.609375;-17.390625;9;5;-44;1033;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;156;151.2109375;-4.7890625;9;5;67;1034;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;104;72.203125;-31.796875;9;5;52;1035;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;148;161.7265625;13.7265625;9;5;-44;1036;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;149;129.5234375;-19.4765625;9;5;-1;1037;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;93;101.65625;8.65625;9;5;56;1038;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;72;71.390625;-0.609375;9;5;21;1039;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;65;68.6796875;3.6796875;9;5;7;1040;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;114;141.8046875;27.8046875;9;5;-49;1041;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;77;17.5703125;-59.4296875;9;5;37;1042;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;85;54.7109375;-30.2890625;9;5;-8;1043;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;106;112.8828125;6.8828125;9;5;-21;1044;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;128;147.140625;19.140625;9;5;-22;1045;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;13;37.5390625;24.5390625;9;5;-65;1046;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;69;52.0234375;-16.9765625;9;5;-56;1047;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;115;107.328125;-7.671875;9;5;-46;1048;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;4;23.078125;19.078125;9;5;-69;1049;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;112;55.09375;-56.90625;9;5;72;1050;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;162;21.359375;39.359375;9;5;-50;1051;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;109;107.5078125;-1.4921875;9;5;53;1052;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;159;12.75;33.75;9;5;-50;1053;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;97;118.8984375;21.8984375;9;5;62;1054;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;36;31.078125;-4.921875;9;5;61;1055;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;114;27.9375;-86.0625;9;5;-78;1056;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;102;14.796875;-87.203125;9;5;12;1057;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;147;24.3984375;57.3984375;9;5;-45;1058;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;174;8.0234375;14.0234375;9;5;-27;1059;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;127;132.5625;5.5625;9;5;47;1060;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;127;132.5625;5.5625;9;5;0;1061;0;Samaha et al. (2019);Experiment 1;Orientation;1
12;168;153.34375;-14.65625;9;1;-41;1;0;Samaha et al. (2019);Experiment 1;Orientation;1
12;2;21.296875;19.296875;9;1;-14;2;1;Samaha et al. (2019);Experiment 1;Orientation;1
12;28;54.734375;26.734375;9;1;-26;3;0;Samaha et al. (2019);Experiment 1;Orientation;1
12;175;130.515625;-44.484375;9;1;33;4;0;Samaha et al. (2019);Experiment 1;Orientation;1
12;157;145.5234375;-11.4765625;9;1;18;5;1;Samaha et al. (2019);Experiment 1;Orientation;1
12;59;45.65625;-13.34375;9;1;-82;6;1;Samaha et al. (2019);Experiment 1;Orientation;1
12;152;130.9296875;-21.0703125;9;1;87;7;0;Samaha et al. (2019);Experiment 1;Orientation;1
12;178;50.1875;52.1875;9;1;-26;8;0;Samaha et al. (2019);Experiment 1;Orientation;1
12;29;93.921875;64.921875;9;1;-31;9;1;Samaha et al. (2019);Experiment 1;Orientation;1
12;38;32.6953125;-5.3046875;9;1;-9;10;0;Samaha et al. (2019);Experiment 1;Orientation;1
12;1;176.84375;-4.15625;9;1;37;11;1;Samaha et al. (2019);Experiment 1;Orientation;1
12;6;50.0390625;44.0390625;9;1;-5;12;1;Samaha et al. (2019);Experiment 1;Orientation;1
12;48;50.6015625;2.6015625;9;1;-42;13;0;Samaha et al. (2019);Experiment 1;Orientation;1
12;51;50.5625;-0.4375;9;1;-3;14;1;Samaha et al. (2019);Experiment 1;Orientation;1
12;117;120.25;3.25;9;1;-66;15;1;Samaha et al. (2019);Experiment 1;Orientation;1
12;21;37.5390625;16.5390625;9;1;-84;16;1;Samaha et al. (2019);Experiment 1;Orientation;1
12;107;100.0390625;-6.9609375;9;1;-86;17;0;Samaha et al. (2019);Experiment 1;Orientation;1
12;99;100.3046875;1.3046875;9;1;8;18;1;Samaha et al. (2019);Experiment 1;Orientation;1
12;159;131.1640625;-27.8359375;9;1;-60;19;1;Samaha et al. (2019);Experiment 1;Orientation;1
12;178;1.1953125;3.1953125;9;1;-19;20;1;Samaha et al. (2019);Experiment 1;Orientation;1
12;56;56.9765625;0.9765625;9;1;-58;21;0;Samaha et al. (2019);Experiment 1;Orientation;1
12;154;127.984375;-26.015625;9;1;82;22;1;Samaha et al. (2019);Experiment 1;Orientation;1
12;132;120.3671875;-11.6328125;9;1;22;23;0;Samaha et al. (2019);Experiment 1;Orientation;1
12;22;36.765625;14.765625;9;1;-70;24;0;Samaha et al. (2019);Experiment 1;Orientation;1
12;79;65.7265625;-13.2734375;9;1;-57;25;0;Samaha et al. (2019);Experiment 1;Orientation;1
12;108;57.4765625;-50.5234375;9;1;-29;26;0;Samaha et al. (2019);Experiment 1;Orientation;1
12;109;118.8125;9.8125;9;1;-1;27;0;Samaha et al. (2019);Experiment 1;Orientation;1
12;119;120.1328125;1.1328125;9;1;-10;28;1;Samaha et al. (2019);Experiment 1;Orientation;1
12;158;131.296875;-26.703125;9;1;-39;29;1;Samaha et al. (2019);Experiment 1;Orientation;1
12;142;143.5078125;1.5078125;9;1;16;30;1;Samaha et al. (2019);Experiment 1;Orientation;1
12;145;117.640625;-27.359375;9;1;-3;31;1;Samaha et al. (2019);Experiment 1;Orientation;1
12;101;97.609375;-3.390625;9;1;44;32;1;Samaha et al. (2019);Experiment 1;Orientation;1
12;166;133.7578125;-32.2421875;9;1;-65;33;0;Samaha et al. (2019);Experiment 1;Orientation;1
12;49;57.5703125;8.5703125;9;1;-63;34;1;Samaha et al. (2019);Experiment 1;Orientation;1
12;175;9.5390625;14.5390625;9;1;54;35;1;Samaha et al. (2019);Experiment 1;Orientation;1
12;135;137.2734375;2.2734375;9;1;40;36;0;Samaha et al. (2019);Experiment 1;Orientation;1
12;59;41.4453125;-17.5546875;9;1;76;37;0;Samaha et al. (2019);Experiment 1;Orientation;1
12;100;87.640625;-12.359375;9;1;-41;38;1;Samaha et al. (2019);Experiment 1;Orientation;1
12;71;58.8671875;-12.1328125;9;1;29;39;0;Samaha et al. (2019);Experiment 1;Orientation;1
12;116;122.4140625;6.4140625;9;1;-45;40;0;Samaha et al. (2019);Experiment 1;Orientation;1
12;77;56.734375;-20.265625;9;1;39;41;0;Samaha et al. (2019);Experiment 1;Orientation;1
12;66;64.5625;-1.4375;9;1;11;42;0;Samaha et al. (2019);Experiment 1;Orientation;1
12;8;2.5859375;-5.4140625;9;1;58;43;1;Samaha et al. (2019);Experiment 1;Orientation;1
12;43;57.109375;14.109375;9;1;-35;44;1;Samaha et al. (2019);Experiment 1;Orientation;1
12;116;119.5234375;3.5234375;9;1;-73;45;1;Samaha et al. (2019);Experiment 1;Orientation;1
12;21;36.765625;15.765625;9;1;-85;46;0;Samaha et al. (2019);Experiment 1;Orientation;1
12;125;130.5;5.5;9;1;76;47;1;Samaha et al. (2019);Experiment 1;Orientation;1
12;0;170.6171875;-9.3828125;9;1;-55;48;0;Samaha et al. (2019);Experiment 1;Orientation;1
12;127;128.0546875;1.0546875;9;1;53;49;1;Samaha et al. (2019);Experiment 1;Orientation;1
12;144;162;18;9;1;-17;50;0;Samaha et al. (2019);Experiment 1;Orientation;1
12;124;128.9140625;4.9140625;9;1;20;51;1;Samaha et al. (2019);Experiment 1;Orientation;1
12;82;50.734375;-31.265625;9;1;42;52;0;Samaha et al. (2019);Experiment 1;Orientation;1
12;169;170.6484375;1.6484375;9;1;-87;53;0;Samaha et al. (2019);Experiment 1;Orientation;1
12;133;133.1640625;0.1640625;9;1;36;54;0;Samaha et al. (2019);Experiment 1;Orientation;1
12;131;136.8984375;5.8984375;9;1;2;55;0;Samaha et al. (2019);Experiment 1;Orientation;1
12;34;37.7734375;3.7734375;9;1;-83;56;1;Samaha et al. (2019);Experiment 1;Orientation;1
12;82;77.390625;-4.609375;9;1;-48;57;0;Samaha et al. (2019);Experiment 1;Orientation;1
12;41;50.5;9.5;9;1;41;58;0;Samaha et al. (2019);Experiment 1;Orientation;1
12;167;154.1328125;-12.8671875;9;1;54;59;0;Samaha et al. (2019);Experiment 1;Orientation;1
12;134;139.2421875;5.2421875;9;1;33;60;0;Samaha et al. (2019);Experiment 1;Orientation;1
12;134;139.2421875;5.2421875;9;1;0;61;1;Samaha et al. (2019);Experiment 1;Orientation;1
12;166;133.2421875;-32.7578125;9;2;-32;251;0;Samaha et al. (2019);Experiment 1;Orientation;1
12;142;134.9453125;-7.0546875;9;2;24;252;0;Samaha et al. (2019);Experiment 1;Orientation;1
12;7;16.9765625;9.9765625;9;2;-45;253;0;Samaha et al. (2019);Experiment 1;Orientation;1
12;151;138.84375;-12.15625;9;2;36;254;0;Samaha et al. (2019);Experiment 1;Orientation;1
12;86;78.5625;-7.4375;9;2;65;255;1;Samaha et al. (2019);Experiment 1;Orientation;1
12;178;5.3125;7.3125;9;2;88;256;1;Samaha et al. (2019);Experiment 1;Orientation;1
12;5;2.828125;-2.171875;9;2;-7;257;1;Samaha et al. (2019);Experiment 1;Orientation;1
12;154;144.84375;-9.15625;9;2;31;258;0;Samaha et al. (2019);Experiment 1;Orientation;1
12;71;51.640625;-19.359375;9;2;83;259;1;Samaha et al. (2019);Experiment 1;Orientation;1
12;23;32.6328125;9.6328125;9;2;48;260;0;Samaha et al. (2019);Experiment 1;Orientation;1
12;55;60.9140625;5.9140625;9;2;-32;261;0;Samaha et al. (2019);Experiment 1;Orientation;1
12;127;119.140625;-7.859375;9;2;-72;262;1;Samaha et al. (2019);Experiment 1;Orientation;1
12;69;70.0546875;1.0546875;9;2;58;263;0;Samaha et al. (2019);Experiment 1;Orientation;1
12;0;13.375;13.375;9;2;69;264;0;Samaha et al. (2019);Experiment 1;Orientation;1
12;100;105.109375;5.109375;9;2;80;265;0;Samaha et al. (2019);Experiment 1;Orientation;1
12;159;136.46875;-22.53125;9;2;-59;266;0;Samaha et al. (2019);Experiment 1;Orientation;1
12;66;64.15625;-1.84375;9;2;-87;267;0;Samaha et al. (2019);Experiment 1;Orientation;1
12;74;53.875;-20.125;9;2;-8;268;0;Samaha et al. (2019);Experiment 1;Orientation;1
12;163;138.9140625;-24.0859375;9;2;-89;269;1;Samaha et al. (2019);Experiment 1;Orientation;1
12;44;45.640625;1.640625;9;2;-61;270;1;Samaha et al. (2019);Experiment 1;Orientation;1
12;127;131.03125;4.03125;9;2;-83;271;0;Samaha et al. (2019);Experiment 1;Orientation;1
12;106;111.953125;5.953125;9;2;21;272;0;Samaha et al. (2019);Experiment 1;Orientation;1
12;172;139.34375;-32.65625;9;2;-66;273;1;Samaha et al. (2019);Experiment 1;Orientation;1
12;19;40.1015625;21.1015625;9;2;-27;274;1;Samaha et al. (2019);Experiment 1;Orientation;1
12;5;34.6796875;29.6796875;9;2;14;275;0;Samaha et al. (2019);Experiment 1;Orientation;1
12;13;52.84375;39.84375;9;2;-8;276;0;Samaha et al. (2019);Experiment 1;Orientation;1
12;113;117.015625;4.015625;9;2;80;277;1;Samaha et al. (2019);Experiment 1;Orientation;1
12;63;52.1015625;-10.8984375;9;2;50;278;1;Samaha et al. (2019);Experiment 1;Orientation;1
12;24;44.3046875;20.3046875;9;2;39;279;0;Samaha et al. (2019);Experiment 1;Orientation;1
12;143;129.6875;-13.3125;9;2;61;280;1;Samaha et al. (2019);Experiment 1;Orientation;1
12;76;54.78125;-21.21875;9;2;67;281;0;Samaha et al. (2019);Experiment 1;Orientation;1
12;93;95.7734375;2.7734375;9;2;-17;282;0;Samaha et al. (2019);Experiment 1;Orientation;1
12;130;132.9296875;2.9296875;9;2;-37;283;0;Samaha et al. (2019);Experiment 1;Orientation;1
12;157;142.453125;-14.546875;9;2;-27;284;1;Samaha et al. (2019);Experiment 1;Orientation;1
12;54;44.9921875;-9.0078125;9;2;-77;285;0;Samaha et al. (2019);Experiment 1;Orientation;1
12;82;83.0625;1.0625;9;2;-28;286;1;Samaha et al. (2019);Experiment 1;Orientation;1
12;25;41.2734375;16.2734375;9;2;57;287;0;Samaha et al. (2019);Experiment 1;Orientation;1
12;96;94.75;-1.25;9;2;-71;288;1;Samaha et al. (2019);Experiment 1;Orientation;1
12;101;93.2265625;-7.7734375;9;2;-5;289;1;Samaha et al. (2019);Experiment 1;Orientation;1
12;177;4.6328125;7.6328125;9;2;-76;290;0;Samaha et al. (2019);Experiment 1;Orientation;1
12;146;122.3671875;-23.6328125;9;2;31;291;1;Samaha et al. (2019);Experiment 1;Orientation;1
12;89;99.7265625;10.7265625;9;2;57;292;0;Samaha et al. (2019);Experiment 1;Orientation;1
12;159;160.53125;1.53125;9;2;-70;293;0;Samaha et al. (2019);Experiment 1;Orientation;1
12;87;78.0546875;-8.9453125;9;2;72;294;1;Samaha et al. (2019);Experiment 1;Orientation;1
12;0;6.9140625;6.9140625;9;2;87;295;1;Samaha et al. (2019);Experiment 1;Orientation;1
12;82;81.34375;-0.65625;9;2;-82;296;0;Samaha et al. (2019);Experiment 1;Orientation;1
12;131;162.8671875;31.8671875;9;2;-49;297;0;Samaha et al. (2019);Experiment 1;Orientation;1
12;84;72.46875;-11.53125;9;2;47;298;1;Samaha et al. (2019);Experiment 1;Orientation;1
12;141;124.515625;-16.484375;9;2;-57;299;1;Samaha et al. (2019);Experiment 1;Orientation;1
12;25;25.5703125;0.5703125;9;2;-64;300;0;Samaha et al. (2019);Experiment 1;Orientation;1
12;29;35.9375;6.9375;9;2;-4;301;1;Samaha et al. (2019);Experiment 1;Orientation;1
12;127;136.84375;9.84375;9;2;82;302;1;Samaha et al. (2019);Experiment 1;Orientation;1
12;126;156.796875;30.796875;9;2;1;303;1;Samaha et al. (2019);Experiment 1;Orientation;1
12;151;151.2421875;0.2421875;9;2;-25;304;0;Samaha et al. (2019);Experiment 1;Orientation;1
12;50;32.4140625;-17.5859375;9;2;-79;305;0;Samaha et al. (2019);Experiment 1;Orientation;1
12;116;32.3046875;-83.6953125;9;2;-66;306;0;Samaha et al. (2019);Experiment 1;Orientation;1
12;114;137.1640625;23.1640625;9;2;2;307;1;Samaha et al. (2019);Experiment 1;Orientation;1
12;107;111.0625;4.0625;9;2;7;308;1;Samaha et al. (2019);Experiment 1;Orientation;1
12;84;89.703125;5.703125;9;2;23;309;1;Samaha et al. (2019);Experiment 1;Orientation;1
12;149;120;-29;9;2;-65;310;0;Samaha et al. (2019);Experiment 1;Orientation;1
12;149;120;-29;9;2;0;311;1;Samaha et al. (2019);Experiment 1;Orientation;1
12;33;33.8359375;0.8359375;9;3;-64;501;0;Samaha et al. (2019);Experiment 1;Orientation;1
12;87;90.0078125;3.0078125;9;3;-54;502;0;Samaha et al. (2019);Experiment 1;Orientation;1
12;78;66.171875;-11.828125;9;3;9;503;0;Samaha et al. (2019);Experiment 1;Orientation;1
12;86;105.09375;19.09375;9;3;-8;504;1;Samaha et al. (2019);Experiment 1;Orientation;1
12;178;177.2421875;-0.7578125;9;3;88;505;0;Samaha et al. (2019);Experiment 1;Orientation;1
12;146;148.15625;2.15625;9;3;32;506;0;Samaha et al. (2019);Experiment 1;Orientation;1
12;103;119.2265625;16.2265625;9;3;43;507;0;Samaha et al. (2019);Experiment 1;Orientation;1
12;23;54.0703125;31.0703125;9;3;80;508;1;Samaha et al. (2019);Experiment 1;Orientation;1
12;56;59.375;3.375;9;3;-33;509;0;Samaha et al. (2019);Experiment 1;Orientation;1
12;100;109.7890625;9.7890625;9;3;-44;510;0;Samaha et al. (2019);Experiment 1;Orientation;1
12;119;121.5234375;2.5234375;9;3;-19;511;1;Samaha et al. (2019);Experiment 1;Orientation;1
12;60;51.5703125;-8.4296875;9;3;59;512;1;Samaha et al. (2019);Experiment 1;Orientation;1
12;178;1.90625;3.90625;9;3;62;513;0;Samaha et al. (2019);Experiment 1;Orientation;1
12;146;131.6875;-14.3125;9;3;32;514;0;Samaha et al. (2019);Experiment 1;Orientation;1
12;45;52.171875;7.171875;9;3;-79;515;1;Samaha et al. (2019);Experiment 1;Orientation;1
12;70;62.1171875;-7.8828125;9;3;-25;516;1;Samaha et al. (2019);Experiment 1;Orientation;1
12;147;124;-23;9;3;-77;517;0;Samaha et al. (2019);Experiment 1;Orientation;1
12;37;64;27;9;3;-70;518;1;Samaha et al. (2019);Experiment 1;Orientation;1
12;72;61.984375;-10.015625;9;3;-35;519;0;Samaha et al. (2019);Experiment 1;Orientation;1
12;95;95.921875;0.921875;9;3;-23;520;1;Samaha et al. (2019);Experiment 1;Orientation;1
12;137;141.390625;4.390625;9;3;-42;521;1;Samaha et al. (2019);Experiment 1;Orientation;1
12;59;62.4296875;3.4296875;9;3;78;522;1;Samaha et al. (2019);Experiment 1;Orientation;1
12;87;73.2109375;-13.7890625;9;3;-28;523;1;Samaha et al. (2019);Experiment 1;Orientation;1
12;75;83.0625;8.0625;9;3;12;524;0;Samaha et al. (2019);Experiment 1;Orientation;1
12;161;130.3203125;-30.6796875;9;3;-86;525;1;Samaha et al. (2019);Experiment 1;Orientation;1
12;63;52.0859375;-10.9140625;9;3;-82;526;0;Samaha et al. (2019);Experiment 1;Orientation;1
12;6;14.8984375;8.8984375;9;3;57;527;1;Samaha et al. (2019);Experiment 1;Orientation;1
12;72;66.734375;-5.265625;9;3;-66;528;1;Samaha et al. (2019);Experiment 1;Orientation;1
12;39;24.8984375;-14.1015625;9;3;33;529;0;Samaha et al. (2019);Experiment 1;Orientation;1
12;83;86.0390625;3.0390625;9;3;-44;530;1;Samaha et al. (2019);Experiment 1;Orientation;1
12;160;118.734375;-41.265625;9;3;-77;531;0;Samaha et al. (2019);Experiment 1;Orientation;1
12;91;95.046875;4.046875;9;3;69;532;1;Samaha et al. (2019);Experiment 1;Orientation;1
12;76;105.953125;29.953125;9;3;15;533;0;Samaha et al. (2019);Experiment 1;Orientation;1
12;132;130.484375;-1.515625;9;3;-56;534;1;Samaha et al. (2019);Experiment 1;Orientation;1
12;139;138.15625;-0.84375;9;3;-7;535;1;Samaha et al. (2019);Experiment 1;Orientation;1
12;36;46.6953125;10.6953125;9;3;-77;536;0;Samaha et al. (2019);Experiment 1;Orientation;1
12;165;143.4765625;-21.5234375;9;3;51;537;0;Samaha et al. (2019);Experiment 1;Orientation;1
12;165;159.7578125;-5.2421875;9;3;0;538;1;Samaha et al. (2019);Experiment 1;Orientation;1
12;175;175.6875;0.6875;9;3;-10;539;0;Samaha et al. (2019);Experiment 1;Orientation;1
12;8;20.3515625;12.3515625;9;3;-13;540;0;Samaha et al. (2019);Experiment 1;Orientation;1
12;93;90.9296875;-2.0703125;9;3;-85;541;0;Samaha et al. (2019);Experiment 1;Orientation;1
12;179;2.3515625;3.3515625;9;3;-86;542;1;Samaha et al. (2019);Experiment 1;Orientation;1
12;156;146.3984375;-9.6015625;9;3;23;543;0;Samaha et al. (2019);Experiment 1;Orientation;1
12;121;120.6484375;-0.3515625;9;3;35;544;0;Samaha et al. (2019);Experiment 1;Orientation;1
12;92;88.3359375;-3.6640625;9;3;29;545;1;Samaha et al. (2019);Experiment 1;Orientation;1
12;101;106.3671875;5.3671875;9;3;-9;546;0;Samaha et al. (2019);Experiment 1;Orientation;1
12;173;8.6953125;15.6953125;9;3;-72;547;0;Samaha et al. (2019);Experiment 1;Orientation;1
12;56;50.8984375;-5.1015625;9;3;-63;548;1;Samaha et al. (2019);Experiment 1;Orientation;1
12;78;63.7890625;-14.2109375;9;3;-22;549;0;Samaha et al. (2019);Experiment 1;Orientation;1
12;41;48.0546875;7.0546875;9;3;37;550;1;Samaha et al. (2019);Experiment 1;Orientation;1
12;108;130.4140625;22.4140625;9;3;-67;551;1;Samaha et al. (2019);Experiment 1;Orientation;1
12;167;161.9375;-5.0625;9;3;-59;552;1;Samaha et al. (2019);Experiment 1;Orientation;1
12;32;23.2734375;-8.7265625;9;3;-45;553;0;Samaha et al. (2019);Experiment 1;Orientation;1
12;133;132.6328125;-0.3671875;9;3;79;554;0;Samaha et al. (2019);Experiment 1;Orientation;1
12;138;137.390625;-0.609375;9;3;-5;555;1;Samaha et al. (2019);Experiment 1;Orientation;1
